,Conference,Year,Title,Keywords,Category,Note
54,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Application of Multibody Dynamics in the Modelling of a Limited-Slip Differential,Slip differential,Modeling,
55,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Lateral Dynamics of Vehicles on a “Steerable” Roller Test Stand,“ steerable ” roller test stand,Vehicle dynamics,
56,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Dynamic Interaction of Heavy Duty Vehicles and Expansion Joints,Heavy duty vehicles,Vehicle dynamics,
57,ECCOMAS Thematic Conference on Multibody Dynamics,2019,A Study on the Behaviour of the Rotating Disk with the Damage on the Tread,Rotating disk,Dynamics,
58,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Multibody Dynamics Analysis of Railway Vehicle with Independently Rotating Wheels Using Negative Tread Conicity,Independently rotating wheels using negative tread conicity,Vehicle dynamics,
59,ECCOMAS Thematic Conference on Multibody Dynamics,2019,A Full-Vehicle Motion Simulator for Railways Applications,Vehicle motion simulator,Vehicle dynamics,
60,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Simulation of the Maglev Train Transrapid Traveling on a Flexible Guideway Using the Multibody Systems Approach,Maglev train transrapid traveling,Vehicle dynamics,
61,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Omni-Vehicle Dynamical Models Mutual Matching for Different Roller–Floor Contact Models,Different roller – floor contact models,Vehicle dynamics,
62,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Adjustment of Non-Holonomic Constraints by Absolutely Inelastic Tangent Impact in the Dynamics of an Omni-Vehicle,Absolutely inelastic tangent impact,Formulation,
63,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Multibody Models and Simulations to Assess the Stability of Counterbalance Forklift Trucks,Counterbalance forklift trucks,Modeling,
