,Conference,Year,Title,Keywords,Category,Note
55,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Lateral Dynamics of Vehicles on a “Steerable” Roller Test Stand,“ steerable ” roller test stand,Vehicle dynamics,
56,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Dynamic Interaction of Heavy Duty Vehicles and Expansion Joints,heavy duty vehicles,Vehicle dynamics,
57,ECCOMAS Thematic Conference on Multibody Dynamics,2019,A Study on the Behaviour of the Rotating Disk with the Damage on the Tread,rotating disk,Dynamics,
58,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Multibody Dynamics Analysis of Railway Vehicle with Independently Rotating Wheels Using Negative Tread Conicity,independently rotating wheels using negative tread conicity,Vehicle dynamics,
59,ECCOMAS Thematic Conference on Multibody Dynamics,2019,A Full-Vehicle Motion Simulator for Railways Applications,vehicle motion simulator,Vehicle dynamics,
60,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Simulation of the Maglev Train Transrapid Traveling on a Flexible Guideway Using the Multibody Systems Approach,maglev train transrapid traveling,Vehicle dynamics,
61,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Omni-Vehicle Dynamical Models Mutual Matching for Different Roller–Floor Contact Models,different roller – floor contact models,Vehicle dynamics,
62,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Adjustment of Non-Holonomic Constraints by Absolutely Inelastic Tangent Impact in the Dynamics of an Omni-Vehicle,absolutely inelastic tangent impact,Formulation,
63,ECCOMAS Thematic Conference on Multibody Dynamics,2019,Multibody Models and Simulations to Assess the Stability of Counterbalance Forklift Trucks,counterbalance forklift trucks,Modeling,
64,ECCOMAS Thematic Conference on Multibody Dynamics,2021,"Extended Kalman Filter for Real-Time, Full–Body Motion Capture and Driving Efforts Estimation (ID: 238)",full – body motion capture,Robotics,
65,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Numerical stability analysis of the conservative SLIP model with a Hill-type muscle (ID: 234),numerical stability analysis,Modeling,
66,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Child Gait Predictive Dynamic Simulation (ID: 133),child gait predictive dynamic simulation,Modeling,
67,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Statistical Analysis of Performace Measures During Acceleration and Deceleration in Overground Running (ID: 247),statistical analysis,Measurements,
68,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Efficient Walking Of A Discrete Simple Biped With a Torso (ID: 116),discrete simple biped,Dynamics,
69,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Use of a Multibody Model for Determination of the 3D Human Spine Posture from Wearable Inertial Sensors (ID: 123),3d human spine posture,Smart technologies,
70,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A new method for feedback and feedforward decomposition of human postural control: application to single-leg Yoga postures (ID: 132),leg yoga postures,Electronics,
71,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Estimation of the Reaction Time During Balancing on Rolling Balance Board in the Frontal Plane (ID: 221),rolling balance board,Measurements,
72,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Biomechanical Modeling and Examination of Effects of Ankle Sprain Orthoses (ID: 246),ankle sprain orthoses,Modeling,
73,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Kinematic Analysis of Planar Biomechanical Models using Mixed Coordinates (ID: 245),planar biomechanical models using mixed coordinates,Modeling,
74,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Sars Covid19 main protease mutation analysis via a kinematic method (ID: 215),sars covid19 main protease mutation analysis via,Numerical analysis,
75,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Assisted Walking with Hybrid Orthosis Using Functional Electrical Stimulation (ID: 272),hybrid orthosis using functional electrical stimulation,Dynamics,
76,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Biomechanics of Swimmers: A Multibody Inverse Dynamics Approach (ID: 270),multibody inverse dynamics approach,Electronics,
77,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Forward Dynamic Simulations of the Temporomandibular Joint based on Subject-Specific Data (ID: 142),temporomandibular joint based,Modeling,
78,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Long Term Simulation of Stem Cell Nucleus During Adipogenesis (ID: 147),stem cell nucleus,Modeling,
79,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Analytical solutions of the electromechanical middle ear model with an implantable hearing device (ID: 195),electromechanical middle ear model,Electronics,
80,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Control concepts for human motion control during balancing an inverted pendulum (ID: 208),human motion control,Robotics,
81,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Optimal control of a human driver in highly dynamic driving scenarios (ID: 188),highly dynamic driving scenarios,Optimization,
82,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Optimization and Evaluation of Spinal Exoskeleton Design Concepts using Optimal Control (ID: 235),spinal exoskeleton design concepts using optimal control,Optimization,
83,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Towards Compliant Human-Exoskeleton Interactions Within Multibody Dynamics Simulations of Assisted Human Mo-tor Control (ID: 191),exoskeleton interactions within multibody dynamics simulations,Electronics,
84,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Rehabilitation of Musculoskeletal Models Using Deep Reinforcement Learning (ID: 269),musculoskeletal models using deep reinforcement learning,AI,
85,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Estimation of Intervertebral Efforts via an EMG-driven Multibody Model of the Sorensen Test (ID: 126),intervertebral efforts via,Measurements,
86,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Model-based Co-simulation of Non-smooth Mechanical Systems (ID: 256),smooth mechanical systems,Modeling,
87,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Further investigation on LuGre friction force model under normal load variation (ID: 225),lugre friction force model,Modeling,
88,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Multibody fatigue assessment in industrial mechanisms considering wear in revolute joints (ID: 252),industrial mechanisms considering wear,Dynamics,
89,ECCOMAS Thematic Conference on Multibody Dynamics,2021,The Tippedisk: a minimal model for friction-induced inversion (ID: 113),minimal model,Modeling,
90,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Do we need to impose constraints at acceleration level in the nonsmooth generalized-alpha method? (ID: 261),nonsmooth generalized,Formulation,
91,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Planar Wrapping and Stretching of a Thick Strand on a Surface by Continuous Integration (ID: 183),thick strand,Electronics,
92,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Train Bogie Dynamics Modeling with an Emphasis on Contact Mechanics in a Multibody Model (ID: 262),train bogie dynamics modeling,Vehicle dynamics,
93,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Efficient impact simulation using the flexible natural coordinate formulation and pinball model (ID: 266),flexible natural coordinate formulation,Formulation,
94,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Long-term rolling motions of a basketball on the rim (ID: 241),term rolling motions,Robotics,
95,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Numerical Analysis of Contact-Impact Problems using Finite Element Method (ID: 124),impact problems using finite element method,Electronics,
96,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Port crane guidance dynamics analysed via the Multibody approach (ID: 214),port crane guidance dynamics analysed via,Electronics,
97,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A Nonsmooth Dynamics Perspective on State Observer Design for Mechanical Systems with Unilateral Constraints (ID:140),state observer design,Formulation,
98,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Non-smooth numerical solution for Coulomb friction and rolling resistance (ID: 267),smooth numerical solution,Dynamics,
99,ECCOMAS Thematic Conference on Multibody Dynamics,2021,On the simulation of freewheels using the methods of non-smooth dynamics (ID: 217),smooth dynamics,Modeling,
100,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Manufacturing tolerance optimization of circuit breaker mechanism using Multibody Dynamic simulation (ID: 259),circuit breaker mechanism using multibody dynamic simulation,Electronics,
101,ECCOMAS Thematic Conference on Multibody Dynamics,2021,3D LuGre model for multibody systems involving contacts with stick-slip (ID: 175),multibody systems involving contacts,Electronics,
102,ECCOMAS Thematic Conference on Multibody Dynamics,2021,An impact model of three-dimensional rigid rocking blocks (ID: 150),dimensional rigid rocking blocks,Electronics,
103,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Synchronous Contact/Impact Events Modelling With A Smooth-Based Approach (ID: 114),impact events modelling,Electronics,
104,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Demystifying the Mechanical and Numerical Concepts Underlying Multibody System Dynamics: Development of an International MOOC (ID: 194),numerical concepts underlying multibody system dynamics,Dynamics,
105,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Validation of MBD-CFD Co-Simulation for Corrugating Machine (ID: 115),corrugating machine,Electronics,
106,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Development of a Cyber-Physical Test Bench for E-Powertrain Components (ID: 119),physical test bench,Vehicle dynamics,
107,ECCOMAS Thematic Conference on Multibody Dynamics,2021,An improved absolute coordinate formulation (ACF) for flexible multibody dynamics (ID: 134),improved absolute coordinate formulation,Formulation,
108,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Computation of internal forces in beam elements with constraint torsional warping (ID: 218),constraint torsional warping,Formulation,
109,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Modelling of dielectric elastomer actuated flexible multibody dynamics (ID: 135),dielectric elastomer actuated flexible multibody dynamics,Electronics,
110,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Sloshing Dynamics Estimation for Liquid-filled Containers under 2-Dimensional Excitation (ID: 274),sloshing dynamics estimation,Measurements,
111,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Eigenfrequency assignment to flexible-link multibody systems using Taylor expansion of a parametric modal model (ID:236),link multibody systems using taylor expansion,Modeling,
112,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Satisfying floating frame constraints in an absolute interface coordinates floating frame formulation (ID: 197),absolute interface coordinates floating frame formulation,Formulation,
113,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Flexible Multibody Dynamics and Sensitivity Analysis in the Design of a Morphing Leading Edge for High-Performance Sailplanes (ID: 203),morphing leading edge,Numerical analysis,
114,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Simultaneous Space-Time Discretization for Controlling the Motion of Rigid Bodies Actuated Through Elastic Ropes (ID: 153),rigid bodies actuated,Robotics,
115,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Multipoint Constraints for Interface Reduction in Flexible Multibody Systems (ID: 205),flexible multibody systems,Formulation,
116,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Influence of the Flexibility of the Railway Locomotive Bogies Components on its Dynamics (ID: 273),railway locomotive bogies components,Dynamics,
117,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Flexible Multibody Impact Simulations of Hierarchically Refined Isogeometric Models (ID: 131),hierarchically refined isogeometric models,Electronics,
118,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A toolkit of componets to design a soft gripper (ID: 186),soft gripper,Dynamics,
119,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Adjoint optimisation of worm-like body locomotion (ID: 248),like body locomotion,Robotics,
120,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Topology Optimization for Eigenfrequencies of a Flexible Multibody System (ID: 184),flexible multibody system,Optimization,
121,ECCOMAS Thematic Conference on Multibody Dynamics,2021,DYNAMIC ANALYSIS OF AN INTERNAL TURNING TOOL WITH ELASTIC FOUNDATION (WINKLER MODEL) (ID: 222),internal turning tool,Modeling,
122,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Non-linear beam formulation with NURBS interpolation for the simulation of sliding contacts (ID: 181),linear beam formulation,Formulation,
123,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Coupled multibody model of industrial robot with milling simulator for trajectory compensation (ID: 139),coupled multibody model,Robotics,
124,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Tensorial deformation measures for the floating frame of reference formulation (ID: 159),tensorial deformation measures,Formulation,
125,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Direct Sensitivity Analysis of Spatial Multibody Systems with Friction using Penalty Formulation (ID: 260),friction using penalty formulation,Formulation,
126,ECCOMAS Thematic Conference on Multibody Dynamics,2021,An iterative procedure for dynamic integrity assessment (ID: 179),dynamic integrity assessment,Dynamics,
127,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Hamiltonian-based Optimal Control of Multibody Systems in the Presence of Artificial Discontinuities (ID: 198),based optimal control,Optimization,
128,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A system identification procedure for multibody system dynamics (ID: 146),system identification procedure,System identification,
129,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Sparse Identification of Open-Loop Multibody System Dynamics (ID: 276),loop multibody system dynamics,System identification,
130,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Cutting the knot: Critical features of Centrifugal Vibration Absorbers Modeling (ID: 165),centrifugal vibration absorbers modeling,Modeling,
131,ECCOMAS Thematic Conference on Multibody Dynamics,2021,GENERIC-Based Integration of Constrained Dissipative Mechanical Systems (ID: 163),constrained dissipative mechanical systems,Vehicle dynamics,
132,ECCOMAS Thematic Conference on Multibody Dynamics,2021,On Modeling Joint Friction Forces in the Constrained Hamiltonian Formulation (ID: 193),modeling joint friction forces,Formulation,
133,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Efficient earthquake simulation of stiff and high DOF Bridge Expansion Joint models with Python (ID: 196),high dof bridge expansion joint models,Modeling,
134,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Projection Continuation for Minimal Coordinate Set Dynamics of Constrained Systems (ID: 166),minimal coordinate set dynamics,Vehicle dynamics,
135,ECCOMAS Thematic Conference on Multibody Dynamics,2021,The GGL Variational Principle for Constrained Mechanical Systems (ID: 125),ggl variational principle,Vehicle dynamics,
136,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Combined Inverse Dynamics and Constraint Force Analysis of Parallel Kinematic Machines (ID: 137),parallel kinematic machines,Formulation,
137,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Kane’s Equations for Nonholonomic Systems in Bond-Graph-Compatible Velocity and Momentum Forms (ID: 171),nonholonomic systems,Dynamics,
138,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Cable-actuated soft finger modeling using an ALE approach (ID: 122),actuated soft finger modeling using,Electronics,
139,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Rotational Component and Translational Component in a Measured Velocity Data (ID: 141),measured velocity data,Measurements,
140,ECCOMAS Thematic Conference on Multibody Dynamics,2021,An Efficient Algorithm for Solving Time Optimal Control Problems in Multibody Dynamics (ID: 118),solving time optimal control problems,Algorithm,
141,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A Set of Generalized Coordinates and Their Influence on System Dynamics (ID: 112),system dynamics,Dynamics,
142,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Effects for Reduction of Computational Effort in Multibody Dynamic Models – A Case Study (ID: 254),multibody dynamic models –,Modeling,
143,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Optimal Design of Multibody Systems Using Independent Adjoint Variables (ID: 160),multibody systems using independent adjoint variables,Optimization,
144,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Quaternion Spline Interpolation for Suspension Kinematics and Dynamics (ID: 212),quaternion spline interpolation,Dynamics,
145,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Design Optimization of Quality Inspection Robots for Particle Accelerator Components (ID: 173),quality inspection robots,Robotics,
146,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Analytical port invertion for a flexible beam model in the Two-Input Two-Output Port approach (ID: 206),output port approach,Electronics,
147,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A compliant and redundantly actuated 2-DOF 3RRR PKM: Less is more (ID: 164),redundantly actuated 2,Electronics,
148,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Simulation of the Dynamics of the 3-CRS Parallel Robot with a Bond Graph Approach (ID: 192),crs parallel robot,Robotics,
149,ECCOMAS Thematic Conference on Multibody Dynamics,2021,"Boudon, Benjamin; Malafosse, Pierre; Guigon, Louis; Margetts, Rebecca; Bouzgarrou, Chedli; Dang, Thu-Thuy; Bouton,",thuy,Dynamics,
150,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Motion Control of a Crane-like Manipulator Relying on the HTC Vive - Precision and Accuracy of the Pose Estimation (ID: 231),like manipulator relying,Robotics,
151,ECCOMAS Thematic Conference on Multibody Dynamics,2021,State estimation of a hydraulically driven multibody system using the unscented Kalman filter (ID: 189),hydraulically driven multibody system using,Measurements,
152,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Synthesis of Trajectory of Underactuated Multibody System (ID: 244),underactuated multibody system,Electronics,
153,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Extending the admissible control-loop delay for the inverted pendulum subject to PDA feedback by detuning the delays (ID: 230),inverted pendulum subject,Electronics,
154,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Robust motion planning for underactuated multibody systems through a variational approach (ID: 168),underactuated multibody systems,Robotics,
155,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Uni-frequency 6 DOF Active Dynamic Absorber for Spatial Mechanisms (ID: 210),frequency 6 dof active dynamic absorber,Electronics,
156,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Synthesis of an Extended Kalman Filter for Cable-Driven Parallel Robots (ID: 199),extended kalman filter,Robotics,
157,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Path tracking in cable suspended parallel robots through position-dependent Model Predictive Control with embedded integrator (ID: 201),dependent model predictive control,Robotics,
158,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A Heuristic Sequencing Method for Time Optimal Tracking of Open and Closed Paths (ID: 138),time optimal tracking,Robotics,
159,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Delayed control of an unstable chain of integrator: The relation between the system parameter and the admissible time delay (ID: 167),admissible time delay,Control,
160,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Reinforcement Learning Assisted Robotic Contact Tasks (ID: 265),reinforcement learning assisted robotic contact tasks,AI,
161,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Motion Capture Based Model Identification of the Humanoid Robot REEM-C using Static Poses (ID: 233),motion capture based model identification,System identification,
162,ECCOMAS Thematic Conference on Multibody Dynamics,2021,High-Speed Trajectory Tracking on Robotic Arm by Learning the Dynamic Response of the PID Controller with a Neural Network (ID: 227),speed trajectory tracking,AI,
163,ECCOMAS Thematic Conference on Multibody Dynamics,2021,A Recursive Dynamics Algorithm for Soft Robotic Manipulators Made of Viscoelastic Material (ID: 257),soft robotic manipulators made,Robotics,
164,ECCOMAS Thematic Conference on Multibody Dynamics,2021,Mathematical Model and Control Simulation of Hexapod Robot Locomotion in Tripod Gait (ID: 152),hexapod robot locomotion,Robotics,
