,Conference,Year,Title,Keywords,Category,Note
36,IEEE International Conference on Robotics and Automation,2018,Stable Prehensile Pushing: In-Hand Manipulation with Alternating Sticking Contacts,Stable prehensile pushing,Electronics,
37,IEEE International Conference on Robotics and Automation,2018,Rearrangement with Nonprehensile Manipulation Using Deep Reinforcement Learning,Nonprehensile manipulation using deep reinforcement learning,AI,
38,IEEE International Conference on Robotics and Automation,2018,Decentralized Adaptive Control for Collaborative Manipulation,Decentralized adaptive control,Control,
39,IEEE International Conference on Robotics and Automation,2018,Trajectory Generation for Minimum Closed-Loop State Sensitivity,Loop state sensitivity,Dynamics,
40,IEEE International Conference on Robotics and Automation,2018,Modeling and Control of Multi-Arm and Multi-Leg Robots: Compensating for Object Dynamics During Grasping,Object dynamics,Robotics,
41,IEEE International Conference on Robotics and Automation,2018,Multi-Priority Cartesian Impedance Control Based on Quadratic Programming Optimization,Priority cartesian impedance control based,Electronics,
42,IEEE International Conference on Robotics and Automation,2018,Responsive and Reactive Dual-Arm Robot Coordination,Arm robot coordination,Robotics,
43,IEEE International Conference on Robotics and Automation,2018,Contact Point Localization for Articulated Manipulators with Proprioceptive Sensors and Machine Learning,Contact point localization,AI,
44,IEEE International Conference on Robotics and Automation,2018,$L_{1}$ Robustness of Computed Torque Method for Robot Manipulators,Computed torque method,Robotics,
45,IEEE International Conference on Robotics and Automation,2018,Online Safe Trajectory Generation for Quadrotors Using Fast Marching Method and Bernstein Basis Polynomial,Quadrotors using fast marching method,Dynamics,
46,IEEE International Conference on Robotics and Automation,2018,Coverage Path Planning Under the Energy Constraint,Coverage path planning,Formulation,
47,IEEE International Conference on Robotics and Automation,2018,The Dubins Traveling Salesman Problem with Neighborhoods in the Three-Dimensional Space,Dubins traveling salesman problem,Electronics,
48,IEEE International Conference on Robotics and Automation,2018,The Dubins Car and Other Arm-Like Mobile Robots,Like mobile robots,Robotics,
49,IEEE International Conference on Robotics and Automation,2018,"Planning, Fast and Slow: A Framework for Adaptive Real-Time Safe Trajectory Planning",Time safe trajectory planning,Numerical analysis,
50,IEEE International Conference on Robotics and Automation,2018,Reactive Bipedal Walking Method for Torque Controlled Robot,Reactive bipedal walking method,Robotics,
51,IEEE International Conference on Robotics and Automation,2018,Disturbance Observer Based Linear Feedback Controller for Compliant Motion of Humanoid Robot,Disturbance observer based linear feedback controller,Robotics,
52,IEEE International Conference on Robotics and Automation,2018,Unsupervised Contact Learning for Humanoid Estimation and Control,Unsupervised contact learning,AI,
53,IEEE International Conference on Robotics and Automation,2018,Robust Control of Dynamic Walking Robots Using Transverse H∞,Dynamic walking robots using transverse h ∞,Robotics,
54,IEEE International Conference on Robotics and Automation,2018,Investigation of a Bipedal Platform for Rapid Acceleration and Braking Manoeuvres,Rapid acceleration,IOT & VR/AR,
55,IEEE International Conference on Robotics and Automation,2018,Comparison Study of Nonlinear Optimization of Step Durations and Foot Placement for Dynamic Walking,Step durations,Electronics,
56,IEEE International Conference on Robotics and Automation,2018,Torque-Based Dynamic Walking - A Long Way from Simulation to Experiment,Based dynamic walking,Modeling,
57,IEEE International Conference on Robotics and Automation,2018,Online Falling-Over Control of Humanoids Exploiting Energy Shaping and Distribution Methods,Humanoids exploiting energy shaping,Control,
58,IEEE International Conference on Robotics and Automation,2018,Low-Cost Electromechanical Actuator Arrays for Tactile Display Applications,Cost electromechanical actuator arrays,Electronics,
59,IEEE International Conference on Robotics and Automation,2018,High Stiffness in Teleoperated Comanipulation: Necessity or Luxury?,Teleoperated comanipulation,Dynamics,
60,IEEE International Conference on Robotics and Automation,2018,Scaling Inertial Forces to Alter Weight Perception in Virtual Reality,Scaling inertial forces,IOT & VR/AR,
61,IEEE International Conference on Robotics and Automation,2018,Effects of Latency and Refresh Rate on Force Perception via Sensory Substitution by Force-Controlled Skin Deformation Feedback,Force perception via sensory substitution,Electronics,
62,IEEE International Conference on Robotics and Automation,2018,Know Rob 2.0 — A 2nd Generation Knowledge Processing Framework for Cognition-Enabled Robotic Agents,2nd generation knowledge processing framework,Robotics,
63,IEEE International Conference on Robotics and Automation,2018,Intuitive Constraint-Based Robot Programming for Robotic Assembly Tasks,Robotic assembly tasks,Formulation,
64,IEEE International Conference on Robotics and Automation,2018,MaestROB: A Robotics Framework for Integrated Orchestration of Low-Level Control and High-Level Reasoning,Robotics framework,Robotics,
65,IEEE International Conference on Robotics and Automation,2018,Ctrl-MORE: A Framework to Integrate Controllers of Multi-DoF Robot for Developers and Users,Integrate controllers,Robotics,
66,IEEE International Conference on Robotics and Automation,2018,Cross-Layer Retrofitting of UAVs Against Cyber-Physical Attacks,Physical attacks,Electronics,
67,IEEE International Conference on Robotics and Automation,2018,A Prototype-Based Skill Model for Specifying Robotic Assembly Tasks,Specifying robotic assembly tasks,Robotics,
68,IEEE International Conference on Robotics and Automation,2018,Facilitating Model-Based Control Through Software-Hardware Co-Design,Hardware co,Electronics,
69,IEEE International Conference on Robotics and Automation,2018,Multilayered Kinodynamics Simulation for Detailed Whole-Body Motion Generation and Analysis,Multilayered kinodynamics simulation,Robotics,
70,IEEE International Conference on Robotics and Automation,2018,Inference of User Qualities in Shared Control,User qualities,Control,
71,IEEE International Conference on Robotics and Automation,2018,Sample and Feedback Efficient Hierarchical Reinforcement Learning from Human Preferences,Feedback efficient hierarchical reinforcement learning,AI,
72,IEEE International Conference on Robotics and Automation,2018,Investigation of Communicative Flight Paths for Small Unmanned Aerial Systems,Small unmanned aerial systems,Robotics,
73,IEEE International Conference on Robotics and Automation,2018,Inverse Reinforcement Learning via Function Approximation for Clinical Motion Analysis,Inverse reinforcement learning via function approximation,AI,
74,IEEE International Conference on Robotics and Automation,2018,Learning User Preferences in Robot Motion Planning Through Interaction,Robot motion planning,AI,
75,IEEE International Conference on Robotics and Automation,2018,Deep-LK for Efficient Adaptive Object Tracking,Efficient adaptive object tracking,AI,
76,IEEE International Conference on Robotics and Automation,2018,End-to-end Learning of Multi-sensor 3D Tracking by Detection,Sensor 3d tracking,AI,
77,IEEE International Conference on Robotics and Automation,2018,Visual Articulated Tracking in the Presence of Occlusions,Visual articulated tracking,Electronics,
78,IEEE International Conference on Robotics and Automation,2018,Planar Object Tracking in the Wild: A Benchmark,Planar object tracking,Electronics,
79,IEEE International Conference on Robotics and Automation,2018,Constrained Confidence Matching for Planar Object Tracking,Planar object tracking,Vehicle dynamics,
80,IEEE International Conference on Robotics and Automation,2018,Deep Forward and Inverse Perceptual Models for Tracking and Prediction,Inverse perceptual models,AI,
81,IEEE International Conference on Robotics and Automation,2018,ModQuad: The Flying Modular Structure that Self-Assembles in Midair,Flying modular structure,Dynamics,
82,IEEE International Conference on Robotics and Automation,2018,Autonomous Battery Exchange of UAVs with a Mobile Ground Base,Mobile ground base,Dynamics,
83,IEEE International Conference on Robotics and Automation,2018,A Whole Body Attitude Stabilizer for Hybrid Wheeled-Legged Quadruped Robots,Whole body attitude stabilizer,Robotics,
84,IEEE International Conference on Robotics and Automation,2018,Learning Motion Predictors for Smart Wheelchair Using Autoregressive Sparse Gaussian Process,Smart wheelchair using autoregressive sparse gaussian process,AI,
85,IEEE International Conference on Robotics and Automation,2018,Local Behavior-Based Navigation in Rough Off-Road Scenarios Based on Vehicle Kinematics,Road scenarios based,Vehicle dynamics,
86,IEEE International Conference on Robotics and Automation,2018,Controlling a Non-Holonomic Mobile Manipulator in a Constrained Floor Space,Holonomic mobile manipulator,Vehicle dynamics,
87,IEEE International Conference on Robotics and Automation,2018,A Parametric MPC Approach to Balancing the Cost of Abstraction for Differential-Drive Mobile Robots,Parametric mpc approach,Robotics,
88,IEEE International Conference on Robotics and Automation,2018,Dynamic Simulation of Planetary Rovers with Terrain Property Mapping,Terrain property mapping,Modeling,
89,IEEE International Conference on Robotics and Automation,2018,Development of an Fast-Omnidirectional Treadmill (F-ODT) for Immersive Locomotion Interface,Immersive locomotion interface,Robotics,
90,IEEE International Conference on Robotics and Automation,2018,Design Considerations and Redundancy Resolution for Variable Geometry Continuum Robots,Variable geometry continuum robots,Robotics,
91,IEEE International Conference on Robotics and Automation,2018,Extending a Dynamic Friction Model with Nonlinear Viscous and Thermal Dependency for a Motor and Harmonic Drive Gear,Harmonic drive gear,Modeling,
92,IEEE International Conference on Robotics and Automation,2018,Eddy Current Damper Design for Vibration Suppression in Robotic Milling Process,Eddy current damper design,Robotics,
93,IEEE International Conference on Robotics and Automation,2018,Learning-Based Image Enhancement for Visual Odometry in Challenging HDR Environments,Challenging hdr environments,AI,
94,IEEE International Conference on Robotics and Automation,2018,Spherical Visual Gyroscope for Autonomous Robots Using the Mixture of Photometric Potentials,Spherical visual gyroscope,Robotics,
95,IEEE International Conference on Robotics and Automation,2018,Learning Place-and-Time-Dependent Binary Descriptors for Long-Term Visual Localization,Term visual localization,AI,
96,IEEE International Conference on Robotics and Automation,2018,Correlation Flow: Robust Optical Flow Using Kernel Cross-Correlators,Robust optical flow using kernel cross,Dynamics,
97,IEEE International Conference on Robotics and Automation,2018,Cubic Range Error Model for Stereo Vision with Illuminators,Cubic range error model,Modeling,
98,IEEE International Conference on Robotics and Automation,2018,Fusion of Stereo and Still Monocular Depth Estimates in a Self-Supervised Learning Context,Still monocular depth estimates,AI,
99,IEEE International Conference on Robotics and Automation,2018,Exposure Control Using Bayesian Optimization Based on Entropy Weighted Image Gradient,Exposure control using bayesian optimization based,Optimization,
100,IEEE International Conference on Robotics and Automation,2018,Compliant Manipulation of Free-Floating Objects,Floating objects,Dynamics,
101,IEEE International Conference on Robotics and Automation,2018,Validation of the Robot Rendezvous and Grasping Manoeuvre Using Microgravity Simulators,Grasping manoeuvre using microgravity simulators,IOT & VR/AR,
102,IEEE International Conference on Robotics and Automation,2018,Collision-Based Contact Mode Estimation for Dynamic Rigid Body Capture,Dynamic rigid body capture,Measurements,
103,IEEE International Conference on Robotics and Automation,2018,Workspace Fixation for Free-Floating Space Robot Operations,Floating space robot operations,Robotics,
104,IEEE International Conference on Robotics and Automation,2018,Robust Visual Localization for Hopping Rovers on Small Bodies,Robust visual localization,Dynamics,
105,IEEE International Conference on Robotics and Automation,2018,Wheel Design Methodology for a Lunar Exploration Rover in Order to Improve Trafficability Considering Operation Environment,Improve trafficability considering operation environment,Dynamics,
106,IEEE International Conference on Robotics and Automation,2018,"Whole-Body Impedance Control for a Planetary Rover with Robotic Arm: Theory, Control Design, and Experimental Validation",Body impedance control,Robotics,
107,IEEE International Conference on Robotics and Automation,2018,Kinematic Design Optimization of a Parallel Surgical Robot to Maximize Anatomical Visibility via Motion Planning,Maximize anatomical visibility via motion planning,Robotics,
108,IEEE International Conference on Robotics and Automation,2018,"Workspace, Transmissibility and Dynamics of a New 3T3R Parallel Pick-and-place Robot with High Rotational Capability",New 3t3r parallel pick,Robotics,
109,IEEE International Conference on Robotics and Automation,2018,Dynamic Control of Cable Driven Parallel Robots with Unknown Cable Stiffness: a Joint Space Approach,Cable driven parallel robots,Robotics,
110,IEEE International Conference on Robotics and Automation,2018,New Kinematic Structures for Two-Loop Generalized Parallel Mechanism Designs,Loop generalized parallel mechanism designs,Dynamics,
111,IEEE International Conference on Robotics and Automation,2018,Available Wrench Set for Planar Mobile Cable-Driven Parallel Robots,Planar mobile cable,Robotics,
112,IEEE International Conference on Robotics and Automation,2018,Closed-form Solution for the Direct Kinematics Problem of the Planar 3-RPR Parallel Mechanism,Rpr parallel mechanism,Dynamics,
113,IEEE International Conference on Robotics and Automation,2018,Yet Another Approach to the Gough-Stewart Platform Forward Kinematics,Stewart platform forward kinematics,Electronics,
114,IEEE International Conference on Robotics and Automation,2018,Bounding Drift in Cooperative Localisation Through the Sharing of Local Loop Closures,Local loop closures,Dynamics,
115,IEEE International Conference on Robotics and Automation,2018,Monocular Visual Odometry Scale Recovery Using Geometrical Constraint,Monocular visual odometry scale recovery using geometrical constraint,Formulation,
116,IEEE International Conference on Robotics and Automation,2018,Detection and Resolution of Motion Conflict in Visual Inertial Odometry,Visual inertial odometry,Robotics,
117,IEEE International Conference on Robotics and Automation,2018,Predicting Alignment Risk to Prevent Localization Failure,Prevent localization failure,Dynamics,
118,IEEE International Conference on Robotics and Automation,2018,Adversarial Training for Adverse Conditions: Robust Metric Localisation Using Appearance Transfer,Robust metric localisation using appearance transfer,Vehicle dynamics,
119,IEEE International Conference on Robotics and Automation,2018,Algorithm for Optimal Chance Constrained Knapsack Problem with Applications to Multi-Robot Teaming,Optimal chance constrained knapsack problem,Vehicle dynamics,
120,IEEE International Conference on Robotics and Automation,2018,Planning-Aware Communication for Decentralised Multi-Robot Coordination,Robot coordination,Robotics,
121,IEEE International Conference on Robotics and Automation,2018,Multi-Robot Realization Based on Goal Adjacency Constraints,Robot realization based,Formulation,
122,IEEE International Conference on Robotics and Automation,2018,Cooperative Object Transport in 3D with Multiple Quadrotors Using No Peer Communication,Multiple quadrotors using,Dynamics,
123,IEEE International Conference on Robotics and Automation,2018,An Energy-Based Approach for the Multi-Rate Control of a Manipulator on an Actuated Base,Rate control,Electronics,
124,IEEE International Conference on Robotics and Automation,2018,Optimal Intermittent Deployment and Sensor Selection for Environmental Sensing with Multi-Robot Teams,Optimal intermittent deployment,Robotics,
125,IEEE International Conference on Robotics and Automation,2018,Cooperative Object Transportation by Multiple Ground and Aerial Vehicles: Modeling and Planning,Cooperative object transportation,Vehicle dynamics,
126,IEEE International Conference on Robotics and Automation,2018,Integrating Planning and Execution for a Team of Heterogeneous Robots with Time and Communication Constraints,Integrating planning,Formulation,
127,IEEE International Conference on Robotics and Automation,2018,Data-Driven Approach to Simulating Realistic Human Joint Constraints,Simulating realistic human joint constraints,Formulation,
128,IEEE International Conference on Robotics and Automation,2018,Generative Adversarial Nets in Robotic Chinese Calligraphy,Robotic chinese calligraphy,Robotics,
129,IEEE International Conference on Robotics and Automation,2018,Socially Compliant Navigation Through Raw Depth Inputs with Generative Adversarial Imitation Learning,Generative adversarial imitation learning,AI,
130,IEEE International Conference on Robotics and Automation,2018,Imitation from Observation: Learning to Imitate Behaviors from Raw Video via Context Translation,Raw video via context translation,AI,
131,IEEE International Conference on Robotics and Automation,2018,Incremental Task Modification via Corrective Demonstrations,Incremental task modification via corrective demonstrations,Dynamics,
132,IEEE International Conference on Robotics and Automation,2018,Time-Contrastive Networks: Self-Supervised Learning from Video,Supervised learning,AI,
133,IEEE International Conference on Robotics and Automation,2018,Learning Sensor Feedback Models from Demonstrations via Phase-Modulated Neural Networks,Learning sensor feedback models,AI,
134,IEEE International Conference on Robotics and Automation,2018,Robot Navigation from Human Demonstration: Learning Control Behaviors,Learning control behaviors,AI,
135,IEEE International Conference on Robotics and Automation,2018,"Relocalization, Global Optimization and Map Merging for Monocular Visual-Inertial SLAM",Monocular visual,Optimization,
136,IEEE International Conference on Robotics and Automation,2018,Elastic LiDAR Fusion: Dense Map-Centric Continuous-Time SLAM,Elastic lidar fusion,Measurements,
137,IEEE International Conference on Robotics and Automation,2018,"Design, modeling and control of t3-multirotor: a tilting thruster type multirotor",Tilting thruster type multirotor,Control,
138,IEEE International Conference on Robotics and Automation,2018,Design and Analysis of a Fixed-Wing Unmanned Aerial-Aquatic Vehicle,Wing unmanned aerial,Vehicle dynamics,
139,IEEE International Conference on Robotics and Automation,2018,An Empirical Evaluation of Ground Effect for Small-Scale Rotorcraft,Scale rotorcraft,Dynamics,
140,IEEE International Conference on Robotics and Automation,2018,"Design, Modeling and Control of a Solar-Powered Quadcopter",Powered quadcopter,Electronics,
141,IEEE International Conference on Robotics and Automation,2018,"The UNAV, a Wind-Powered UAV for Ocean Monitoring: Performance, Control and Validation",Powered uav,Control,
142,IEEE International Conference on Robotics and Automation,2018,Distributed Multi-Robot Cooperation for Information Gathering Under Communication Constraints,Robot cooperation,Formulation,
143,IEEE International Conference on Robotics and Automation,2018,Automated Pick-Up of Suturing Needles for Robotic Surgical Assistance,Robotic surgical assistance,Robotics,
144,IEEE International Conference on Robotics and Automation,2018,A Hybrid Actuated Robotic Prototype for Minimally Invasive Surgery,Hybrid actuated robotic prototype,Robotics,
145,IEEE International Conference on Robotics and Automation,2018,Design and Test of an In-Vivo Robotic Camera Integrated with Optimized Illumination System for Single-port Laparoscopic Surgery,Vivo robotic camera integrated,Robotics,
146,IEEE International Conference on Robotics and Automation,2018,A Novel Magnetic Anchored and Steered Camera Robot for Single Port Access Surgery,Single port access surgery,Robotics,
147,IEEE International Conference on Robotics and Automation,2018,"Vehicle Detection, Tracking and Behavior Analysis in Urban Driving Environments Using Road Context",Urban driving environments using road context,Vehicle dynamics,
148,IEEE International Conference on Robotics and Automation,2018,GOMSF: Graph-Optimization Based Multi-Sensor Fusion for robust UAV Pose estimation,Robust uav pose estimation,Measurements,
149,IEEE International Conference on Robotics and Automation,2018,"Attitude, Linear Velocity and Depth Estimation of a Camera Observing a Planar Target Using Continuous Homography and Inertial Data",Planar target using continuous homography,Measurements,
150,IEEE International Conference on Robotics and Automation,2018,Deep Inference for Covariance Estimation: Learning Gaussian Noise Models for State Estimation,Learning gaussian noise models,AI,
151,IEEE International Conference on Robotics and Automation,2018,A Study on Optimal Placement of Accelerometers for Pose Estimation of a Robot Arm,Robot arm,Robotics,
152,IEEE International Conference on Robotics and Automation,2018,Encoder-Camera-Ground Penetrating Radar Tri-Sensor Mapping for Surface and Subsurface Transportation Infrastructure Inspection,Subsurface transportation infrastructure inspection,Electronics,
153,IEEE International Conference on Robotics and Automation,2018,Angle Estimation for Robotic Arms on Floating Base Using Low-Cost IMUS,Floating base using low,Robotics,
154,IEEE International Conference on Robotics and Automation,2018,IntuBot: Design and Prototyping of a Robotic Intubation Device,Robotic intubation device,Robotics,
155,IEEE International Conference on Robotics and Automation,2018,Locomotion Envelopes for Adaptive Control of Powered Ankle Prostheses,Powered ankle prostheses,Robotics,
156,IEEE International Conference on Robotics and Automation,2018,Modeling and Characterization of a Potential Bladder Based Orthotic Device to Mitigate Shoe Slip,Potential bladder based orthotic device,Electronics,
157,IEEE International Conference on Robotics and Automation,2018,Preliminary Results of a Handheld Nerve Electrode Insertion Device,Handheld nerve electrode insertion device,Electronics,
158,IEEE International Conference on Robotics and Automation,2018,"Programmable Medicine: Autonomous, Ingestible, Deployable Hydrogel Patch and Plug for Stomach Ulcer Therapy",Stomach ulcer therapy,Electronics,
159,IEEE International Conference on Robotics and Automation,2018,Open-Loop Drug Delivery Strategy to the Cochlea Using a Permanent Magnetic Actuator,Loop drug delivery strategy,Electronics,
160,IEEE International Conference on Robotics and Automation,2018,Augmented Joint Stiffness and Actuation Using Architectures of Soft Pneumatic Actuators,Soft pneumatic actuators,Electronics,
161,IEEE International Conference on Robotics and Automation,2018,APAM: Antagonistic Pneumatic Artificial Muscle,Antagonistic pneumatic artificial muscle,Dynamics,
162,IEEE International Conference on Robotics and Automation,2018,Passive and Active Particle Damping in Soft Robotic Actuators,Soft robotic actuators,Robotics,
163,IEEE International Conference on Robotics and Automation,2018,A Fluid-Filled Tubular Dielectric Elastomer Variable Stiffness Structure Inspired by the Hydrostatic Skeleton Principle,Filled tubular dielectric elastomer variable stiffness structure inspired,Dynamics,
164,IEEE International Conference on Robotics and Automation,2018,Stiffness Variability in Jamming of Compliant Granules and a Case Study Application in Climbing Vertical Shafts,Climbing vertical shafts,Dynamics,
165,IEEE International Conference on Robotics and Automation,2018,A Geometric and Unified Approach for Modeling Soft-Rigid Multi-Body Systems with Lumped and Distributed Degrees of Freedom,Unified approach,Electronics,
166,IEEE International Conference on Robotics and Automation,2018,Morphological Adaptation in an Energy Efficient Vibration-Based Robot,Energy efficient vibration,Robotics,
167,IEEE International Conference on Robotics and Automation,2018,Bio-Inspired Octopus Robot Based on Novel Soft Fluidic Actuator,Novel soft fluidic actuator,Robotics,
168,IEEE International Conference on Robotics and Automation,2018,Completion Time Analysis for Automated Manufacturing Systems with Parallel Processing Modules,Parallel processing modules,Electronics,
169,IEEE International Conference on Robotics and Automation,2018,Reliably Arranging Objects in Uncertain Domains,Reliably arranging objects,Uncertainty quantification,
170,IEEE International Conference on Robotics and Automation,2018,RoboTSP – A Fast Solution to the Robotic Task Sequencing Problem,Robotic task sequencing problem,Robotics,
171,IEEE International Conference on Robotics and Automation,2018,An Automated Reactive Approach to Single Robot Exogeneous Planar Assembly,Single robot exogeneous planar assembly,Robotics,
172,IEEE International Conference on Robotics and Automation,2018,Robotic Cleaning Through Dirt Rearrangement Planning with Learned Transition Models,Learned transition models,AI,
173,IEEE International Conference on Robotics and Automation,2018,Fast Planning for 3D Any-Pose-Reorienting Using Pivoting,Reorienting using pivoting,Dynamics,
174,IEEE International Conference on Robotics and Automation,2018,An Intelligent Control Scheme to Facilitate Abrupt Stopping on Self-Adjustable Treadmills,Intelligent control scheme,Electronics,
175,IEEE International Conference on Robotics and Automation,2018,Modeling and Control of Brachiating Robots Traversing Flexible Cables,Brachiating robots traversing flexible cables,Robotics,
176,IEEE International Conference on Robotics and Automation,2018,Performance Indicator for Benchmarking Force-Controlled Robots,Performance indicator,Robotics,
177,IEEE International Conference on Robotics and Automation,2018,A Failure-Tolerant Approach to Synchronous Formation Control of Mobile Robots Under Communication Delays,Synchronous formation control,Robotics,
178,IEEE International Conference on Robotics and Automation,2018,Perceived Stiffness Estimation for Robot Force Control,Robot force control,Robotics,
179,IEEE International Conference on Robotics and Automation,2018,Grasp a Moving Target from the Air: System & Control of an Aerial Manipulator,Moving target,Control,
180,IEEE International Conference on Robotics and Automation,2018,Task Space Motion Planning Decomposition,Task space motion planning decomposition,Robotics,
181,IEEE International Conference on Robotics and Automation,2018,Planning Hybrid Driving-Stepping Locomotion on Multiple Levels of Abstraction,Planning hybrid driving,Robotics,
182,IEEE International Conference on Robotics and Automation,2018,Design and Evaluation of Skating Motions for a Dexterous Quadruped,Skating motions,Robotics,
183,IEEE International Conference on Robotics and Automation,2018,Gradient-Informed Path Smoothing for Wheeled Mobile Robots,Wheeled mobile robots,Robotics,
184,IEEE International Conference on Robotics and Automation,2018,"Indoor Coverage Path Planning: Survey, Implementation, Analysis",Indoor coverage path planning,Robotics,
185,IEEE International Conference on Robotics and Automation,2018,Robot Navigation in Complex Workspaces Using Harmonic Maps,Complex workspaces using harmonic maps,Robotics,
186,IEEE International Conference on Robotics and Automation,2018,Backprop-MPDM: Faster Risk-Aware Policy Evaluation Through Efficient Gradient Optimization,Efficient gradient optimization,Electronics,
187,IEEE International Conference on Robotics and Automation,2018,Spherical Foot Placement Estimator for Humanoid Balance Control and Recovery,Spherical foot placement estimator,Electronics,
188,IEEE International Conference on Robotics and Automation,2018,Simultaneous Optimization of ZMP and Footsteps Based on the Analytical Solution of Divergent Component of Motion,Simultaneous optimization,Robotics,
189,IEEE International Conference on Robotics and Automation,2018,Bayesian Optimization Using Domain Knowledge on the ATRIAS Biped,Bayesian optimization using domain knowledge,Optimization,
