,Conference,Year,Title,Keywords,Category,Note
21,IEEE International Conference on Robotics and Automation,2017,"DAP3D-Net: Where, what and how actions occur in videos?",Actions occur,Electronics,
22,IEEE International Conference on Robotics and Automation,2017,LS-ELAS: Line segment based efficient large scale stereo matching,Line segment based efficient large scale stereo matching,Dynamics,
23,IEEE International Conference on Robotics and Automation,2017,Growth measurement of Tomato fruit based on whole image processing,Whole image processing,Measurements,
24,IEEE International Conference on Robotics and Automation,2017,Development of precise mobile gaze tracking system based on online sparse Gaussian process regression and smooth-pursuit identification,Precise mobile gaze tracking system based,System identification,
25,IEEE International Conference on Robotics and Automation,2017,"A comparative analysis of tightly-coupled monocular, binocular, and stereo VINS",Stereo vins,Numerical analysis,
26,IEEE International Conference on Robotics and Automation,2017,SE3-nets: Learning rigid body motion using deep neural networks,Learning rigid body motion using deep neural networks,AI,
27,IEEE International Conference on Robotics and Automation,2017,Evaluation of automated vehicles in the frontal cut-in scenario — An enhanced approach using piecewise mixture models,Enhanced approach using piecewise mixture models,Vehicle dynamics,
28,IEEE International Conference on Robotics and Automation,2017,Find your own way: Weakly-supervised segmentation of path proposals for urban autonomy,Urban autonomy,AI,
29,IEEE International Conference on Robotics and Automation,2017,Ego-centric traffic behavior understanding through multi-level vehicle trajectory analysis,Level vehicle trajectory analysis,Vehicle dynamics,
30,IEEE International Conference on Robotics and Automation,2017,Embedding structured contour and location prior in siamesed fully convolutional networks for road detection,Siamesed fully convolutional networks,AI,
31,IEEE International Conference on Robotics and Automation,2017,A Model-Predictive Motion Planner for the IARA autonomous car,Predictive motion planner,Robotics,
32,IEEE International Conference on Robotics and Automation,2017,Vehicle tracking using extended object methods: An approach for fusing radar and laser,Vehicle tracking using extended object methods,Vehicle dynamics,
33,IEEE International Conference on Robotics and Automation,2017,An online probabilistic road intersection detector,Online probabilistic road intersection detector,Uncertainty quantification,
34,IEEE International Conference on Robotics and Automation,2017,Risk assessment for automatic lane change maneuvers on highways,Automatic lane change maneuvers,Dynamics,
35,IEEE International Conference on Robotics and Automation,2017,Detachable modular robot capable of cooperative climbing and multi agent exploration,Detachable modular robot capable,Robotics,
36,IEEE International Conference on Robotics and Automation,2017,Formation of differential-drive vehicles with field-of-view constraints for enclosing a moving target,View constraints,Formulation,
37,IEEE International Conference on Robotics and Automation,2017,Safe decentralized and reconfigurable multi-agent control with guaranteed convergence,Safe decentralized,Control,
38,IEEE International Conference on Robotics and Automation,2017,Distributed multi-robot coordination for dynamic perimeter surveillance in uncertain environments,Dynamic perimeter surveillance,Robotics,
39,IEEE International Conference on Robotics and Automation,2017,Distributed data gathering with buffer constraints and intermittent communication,Distributed data gathering,Formulation,
40,IEEE International Conference on Robotics and Automation,2017,Decentralized non-communicating multiagent collision avoidance with deep reinforcement learning,Communicating multiagent collision avoidance,AI,
41,IEEE International Conference on Robotics and Automation,2017,Decentralized matroid optimization for topology constraints in multi-robot allocation problems,Robot allocation problems,Formulation,
42,IEEE International Conference on Robotics and Automation,2017,Learning task constraints in operational space formulation,Operational space formulation,AI,
43,IEEE International Conference on Robotics and Automation,2017,Autonomous interpretation of demonstrations for modification of dynamical movement primitives,Dynamical movement primitives,Dynamics,
44,IEEE International Conference on Robotics and Automation,2017,Learning multimodal models for robot dynamics online with a mixture of Gaussian process experts,Robot dynamics online,AI,
45,IEEE International Conference on Robotics and Automation,2017,A learning-based shared control architecture for interactive task execution,Based shared control architecture,AI,
46,IEEE International Conference on Robotics and Automation,2017,Learning from the hindsight plan — Episodic MPC improvement,Hindsight plan — episodic mpc improvement,AI,
47,IEEE International Conference on Robotics and Automation,2017,High-precision trajectory tracking in changing environments through L1 adaptive feedback and iterative learning,Precision trajectory tracking,AI,
48,IEEE International Conference on Robotics and Automation,2017,A systematic approach for minimizing physical experiments to identify optimal trajectory parameters for robots,Identify optimal trajectory parameters,Robotics,
49,IEEE International Conference on Robotics and Automation,2017,Comparing human-centric and robot-centric sampling for robot deep learning from demonstrations,Robot deep learning,AI,
50,IEEE International Conference on Robotics and Automation,2017,Multi-label tactile property analysis,Label tactile property analysis,Electronics,
51,IEEE International Conference on Robotics and Automation,2017,Reliable object handover through tactile force sensing and effort control in the Shadow Robot hand,Tactile force sensing,Robotics,
52,IEEE International Conference on Robotics and Automation,2017,Touch based localization of parts for high precision manufacturing,Touch based localization,Electronics,
53,IEEE International Conference on Robotics and Automation,2017,Passivity-based stability in explicit force control of robots,Explicit force control,Robotics,
54,IEEE International Conference on Robotics and Automation,2017,Efficient event-driven reactive control for large scale robot skin,Large scale robot skin,Robotics,
55,IEEE International Conference on Robotics and Automation,2017,Skin normal force calibration using vacuum bags,Skin normal force calibration using vacuum bags,Electronics,
56,IEEE International Conference on Robotics and Automation,2017,A highly sensitive multimodal capacitive tactile sensor,Highly sensitive multimodal capacitive tactile sensor,Electronics,
57,IEEE International Conference on Robotics and Automation,2017,Effects of discretization on the K-width of series elastic actuators,Series elastic actuators,Electronics,
58,IEEE International Conference on Robotics and Automation,2017,"WRAP: Wearable, restricted-aperture pneumatics for haptic guidance",Haptic guidance,Smart technologies,
59,IEEE International Conference on Robotics and Automation,2017,Blindfolded robotic teleoperation using spatial force feedback to the toe,Blindfolded robotic teleoperation using spatial force feedback,Robotics,
60,IEEE International Conference on Robotics and Automation,2017,Proton 2: Increasing the sensitivity and portability of a visuo-haptic surface interaction recorder,Haptic surface interaction recorder,Electronics,
61,IEEE International Conference on Robotics and Automation,2017,On the passivity of mechanical integrators in haptic rendering,Mechanical integrators,Dynamics,
62,IEEE International Conference on Robotics and Automation,2017,Collision representation using vibrotactile cues to bimanual impact localization for mobile robot operations,Collision representation using vibrotactile cues,Robotics,
63,IEEE International Conference on Robotics and Automation,2017,A rehabilitation exercise robot for treating low back pain,Treating low back pain,Robotics,
64,IEEE International Conference on Robotics and Automation,2017,A novel framework for optimizing motor (Re)-learning with a robotic exoskeleton,Robotic exoskeleton,AI,
65,IEEE International Conference on Robotics and Automation,2017,A 3 wire body weight support system for a large treadmill,3 wire body weight support system,Dynamics,
66,IEEE International Conference on Robotics and Automation,2017,"Design and validation of a torque dense, highly backdrivable powered knee-ankle orthosis",Highly backdrivable powered knee,Electronics,
67,IEEE International Conference on Robotics and Automation,2017,Design and validation of a multi-axis robotic platform for the characterization of ankle neuromechanics,Axis robotic platform,Robotics,
68,IEEE International Conference on Robotics and Automation,2017,A robotic orthosis with a cable-differential mechanism,Robotic orthosis,Robotics,
69,IEEE International Conference on Robotics and Automation,2017,Stability of the human ankle in relation to environmental mechanics,Human ankle,Dynamics,
70,IEEE International Conference on Robotics and Automation,2017,Static and dynamic partitions of inequalities and their application in supervisor simplification,Supervisor simplification,AI,
71,IEEE International Conference on Robotics and Automation,2017,Close-down process scheduling of wafer residence time-constrained multi-cluster tools,Wafer residence time,Vehicle dynamics,
72,IEEE International Conference on Robotics and Automation,2017,Constraint-based sample propagation for improved state estimation in robotic assembly,Improved state estimation,Formulation,
73,IEEE International Conference on Robotics and Automation,2017,CoSTAR: Instructing collaborative robots with behavior trees and vision,Instructing collaborative robots,Robotics,
74,IEEE International Conference on Robotics and Automation,2017,Planning cuts for mobile robots with bladed tools,Planning cuts,Robotics,
75,IEEE International Conference on Robotics and Automation,2017,Self-folded soft robotic structures with controllable joints,Folded soft robotic structures,Robotics,
76,IEEE International Conference on Robotics and Automation,2017,A new design concept of magnetically levitated 4 pole hybrid mover driven by linear motor,Magnetically levitated 4 pole hybrid mover driven,Dynamics,
77,IEEE International Conference on Robotics and Automation,2017,Soft sheet actuator generating traveling waves inspired by gastropod's locomotion,Soft sheet actuator generating traveling waves inspired,Robotics,
78,IEEE International Conference on Robotics and Automation,2017,Modified nonlinear pressure estimator of pneumatic actuator for force controller design,Modified nonlinear pressure estimator,Electronics,
79,IEEE International Conference on Robotics and Automation,2017,Design and development of a Magneto-Rheological linear clutch for force controlled human safe robots,Force controlled human safe robots,Robotics,
80,IEEE International Conference on Robotics and Automation,2017,Underactuated four-fingered hand with five electro hydrostatic actuators in cluster,Five electro hydrostatic actuators,Electronics,
81,IEEE International Conference on Robotics and Automation,2017,"Pneumatic Reel Actuator: Design, modeling, and implementation",Pneumatic reel actuator,Electronics,
82,IEEE International Conference on Robotics and Automation,2017,Deep reinforcement learning for tensegrity robot locomotion,Tensegrity robot locomotion,AI,
83,IEEE International Conference on Robotics and Automation,2017,T-LQG: Closed-loop belief space planning via trajectory-optimized LQG,Loop belief space planning via trajectory,Electronics,
84,IEEE International Conference on Robotics and Automation,2017,Real-time distributed receding horizon motion planning and control for mobile multi-robot dynamic systems,Time distributed receding horizon motion planning,Robotics,
85,IEEE International Conference on Robotics and Automation,2017,Approximately optimal continuous-time motion planning and control via Probabilistic Inference,Control via probabilistic inference,Robotics,
86,IEEE International Conference on Robotics and Automation,2017,Online optimal active sensing control,Online optimal active sensing control,Electronics,
87,IEEE International Conference on Robotics and Automation,2017,On the structure of the time-optimal path parameterization problem with third-order constraints,Optimal path parameterization problem,Formulation,
88,IEEE International Conference on Robotics and Automation,2017,"Multiscale abstraction, planning and control using diffusion wavelets for stochastic optimal control problems",Stochastic optimal control problems,Electronics,
89,IEEE International Conference on Robotics and Automation,2017,Differential dynamic programming with nonlinear constraints,Differential dynamic programming,Formulation,
90,IEEE International Conference on Robotics and Automation,2017,Visibility enhancement for underwater visual SLAM based on underwater light scattering model,Underwater visual slam based,Modeling,
91,IEEE International Conference on Robotics and Automation,2017,Multi-sensor payload detection and acquisition for truck-trailer AGVs,Sensor payload detection,Electronics,
92,IEEE International Conference on Robotics and Automation,2017,Reconstructing vehicles from a single image: Shape priors for road scene understanding,Road scene understanding,Vehicle dynamics,
93,IEEE International Conference on Robotics and Automation,2017,Catenary-based visual servoing for tethered robots,Based visual servoing,Robotics,
94,IEEE International Conference on Robotics and Automation,2017,Robustifying correspondence based 6D object pose estimation,Robustifying correspondence based 6d object pose estimation,Measurements,
95,IEEE International Conference on Robotics and Automation,2017,Driving in the Matrix: Can virtual worlds replace human-generated annotations for real world tasks?,Virtual worlds replace human,Electronics,
96,IEEE International Conference on Robotics and Automation,2017,Machine learning and coresets for automated real-time video segmentation of laparoscopic and robot-assisted surgery,Time video segmentation,AI,
97,IEEE International Conference on Robotics and Automation,2017,Multi-objective search for optimal multi-robot planning with finite LTL specifications and resource constraints,Finite ltl specifications,Formulation,
98,IEEE International Conference on Robotics and Automation,2017,Dynamic coverage control for mobile robot network with limited and nonidentical sensory ranges,Nonidentical sensory ranges,AI,
99,IEEE International Conference on Robotics and Automation,2017,Decentralized motion planning with collision avoidance for a team of UAVs under high level goals,High level goals,Robotics,
100,IEEE International Conference on Robotics and Automation,2017,A layered HMM for predicting motion of a leader in multi-robot settings,Robot settings,Robotics,
101,IEEE International Conference on Robotics and Automation,2017,An aspect representation for object manipulation based on convolutional neural networks,Object manipulation based,AI,
102,IEEE International Conference on Robotics and Automation,2017,Algorithm for optimal chance constrained linear assignment,Optimal chance constrained linear assignment,Vehicle dynamics,
103,IEEE International Conference on Robotics and Automation,2017,Tunneling-based self-reconfiguration of heterogeneous sliding cube-shaped modular robots in environments with obstacles,Shaped modular robots,Robotics,
104,IEEE International Conference on Robotics and Automation,2017,Distributed fixed-time cooperative tracking control for multi-robot systems,Time cooperative tracking control,Robotics,
105,IEEE International Conference on Robotics and Automation,2017,Hybrid system for target tracking in triangulation graphs,Triangulation graphs,Electronics,
106,IEEE International Conference on Robotics and Automation,2017,Smooth joint motion planning for high precision reconfigurable robot manipulators,High precision reconfigurable robot manipulators,Robotics,
107,IEEE International Conference on Robotics and Automation,2017,Multi-robot active information gathering with periodic communication,Robot active information gathering,Robotics,
108,IEEE International Conference on Robotics and Automation,2017,Bipartite graph matching-based coordination mechanism for multi-robot path planning under communication constraints,Robot path planning,Formulation,
109,IEEE International Conference on Robotics and Automation,2017,Scalable accelerated decentralized multi-robot policy search in continuous observation spaces,Scalable accelerated decentralized multi,Robotics,
110,IEEE International Conference on Robotics and Automation,2017,Semantic-level decentralized multi-robot decision-making using probabilistic macro-observations,Making using probabilistic macro,Robotics,
111,IEEE International Conference on Robotics and Automation,2017,Preference learning on the execution of collaborative human-robot tasks,Robot tasks,AI,
112,IEEE International Conference on Robotics and Automation,2017,Learning composable models of parameterized skills,Learning composable models,AI,
113,IEEE International Conference on Robotics and Automation,2017,Self-supervised learning of tool affordances from 3D tool representation through parallel SOM mapping,Parallel som mapping,AI,
114,IEEE International Conference on Robotics and Automation,2017,Constrained Bayesian optimization of combined interaction force/task space controllers for manipulations,Task space controllers,Vehicle dynamics,
115,IEEE International Conference on Robotics and Automation,2017,Learning to gather information via imitation,Gather information via imitation,AI,
116,IEEE International Conference on Robotics and Automation,2017,Apprenticeship learning in an incompatible feature space,Incompatible feature space,AI,
117,IEEE International Conference on Robotics and Automation,2017,Development of an optical fiber-based sensor for grasping and axial force sensing,Axial force sensing,Dynamics,
118,IEEE International Conference on Robotics and Automation,2017,Sensorless kinesthetic teaching of robotic manipulators assisted by observer-based force control,Sensorless kinesthetic teaching,Robotics,
119,IEEE International Conference on Robotics and Automation,2017,Shape-independent hardness estimation using deep learning and a GelSight tactile sensor,Independent hardness estimation using deep learning,AI,
120,IEEE International Conference on Robotics and Automation,2017,Accurate contact localization and indentation depth prediction with an optics-based tactile sensor,Indentation depth prediction,Electronics,
121,IEEE International Conference on Robotics and Automation,2017,Low-cost 3-axis soft tactile sensors for the human-friendly robot Vizzy,Axis soft tactile sensors,Robotics,
122,IEEE International Conference on Robotics and Automation,2017,Safe navigation and experimental evaluation of a novel tire workshop assistant robot,Novel tire workshop assistant robot,Robotics,
123,IEEE International Conference on Robotics and Automation,2017,Using intentional contact to achieve tasks in tight environments,Using intentional contact,Electronics,
124,IEEE International Conference on Robotics and Automation,2017,Reducing errors in object-fetching interactions through social feedback,Social feedback,Electronics,
125,IEEE International Conference on Robotics and Automation,2017,Transparent role assignment and task allocation in human robot collaboration,Transparent role assignment,Robotics,
126,IEEE International Conference on Robotics and Automation,2017,Simulating gait assistance of a hip exoskeleton: Case studies for ankle pathologies,Simulating gait assistance,Robotics,
127,IEEE International Conference on Robotics and Automation,2017,Mobile robot companion for walking training of stroke patients in clinical post-stroke rehabilitation,Mobile robot companion,Vehicle dynamics,
128,IEEE International Conference on Robotics and Automation,2017,Development of a block machine for volleyball attack training,Volleyball attack training,Vehicle dynamics,
129,IEEE International Conference on Robotics and Automation,2017,The Multilegged Autonomous eXplorer (MAX),Multilegged autonomous explorer,Dynamics,
130,IEEE International Conference on Robotics and Automation,2017,Empirical validation of a spined sagittal-plane quadrupedal model,Plane quadrupedal model,Modeling,
131,IEEE International Conference on Robotics and Automation,2017,A testbed that evolves hexapod controllers in hardware,Evolves hexapod controllers,Control,
132,IEEE International Conference on Robotics and Automation,2017,Between-leg coupling schemes for passively-adaptive non-redundant legged robots,Redundant legged robots,Robotics,
133,IEEE International Conference on Robotics and Automation,2017,Quasi-static and dynamic mismatch for door opening and stair climbing with a legged robot,Stair climbing,Robotics,
134,IEEE International Conference on Robotics and Automation,2017,Trajectory and foothold optimization using low-dimensional models for rough terrain locomotion,Foothold optimization using low,Robotics,
135,IEEE International Conference on Robotics and Automation,2017,Biologically-inspired auditory perception during robotic bone milling,Robotic bone milling,Robotics,
136,IEEE International Conference on Robotics and Automation,2017,"A high-force, high-stroke distal robotic add-on for endoscopy",Stroke distal robotic add,Robotics,
137,IEEE International Conference on Robotics and Automation,2017,Deployable stabilization mechanisms for endoscopic procedures,Deployable stabilization mechanisms,Dynamics,
138,IEEE International Conference on Robotics and Automation,2017,Magnetically actuated soft capsule endoscope for fine-needle aspiration biopsy,Magnetically actuated soft capsule endoscope,Electronics,
139,IEEE International Conference on Robotics and Automation,2017,Preliminary results on energy efficient 3D prosthetic walking with a powered compliant transfemoral prosthesis,Energy efficient 3d prosthetic walking,Dynamics,
140,IEEE International Conference on Robotics and Automation,2017,A rolling-diaphragm hydrostatic transmission for remote MR-guided needle insertion,Guided needle insertion,Dynamics,
141,IEEE International Conference on Robotics and Automation,2017,First demonstration of simultaneous localization and propulsion of a magnetic capsule in a lumen using a single rotating magnet,Single rotating magnet,Dynamics,
142,IEEE International Conference on Robotics and Automation,2017,A virtual paper model of a three piece brassiere cup to improve the efficiency of cup design process,Three piece brassiere cup,Modeling,
143,IEEE International Conference on Robotics and Automation,2017,RoboFDM: A robotic system for support-free fabrication using FDM,Free fabrication using fdm,Robotics,
144,IEEE International Conference on Robotics and Automation,2017,An improved toolpath generation algorithm for fused filament fabrication,Improved toolpath generation algorithm,Robotics,
145,IEEE International Conference on Robotics and Automation,2017,"Interactive, iterative robot design",Iterative robot design,Robotics,
146,IEEE International Conference on Robotics and Automation,2017,Computational abstractions for interactive design of robotic devices,Robotic devices,Robotics,
147,IEEE International Conference on Robotics and Automation,2017,"PaintPots: Low cost, accurate, highly customizable potentiometers for position sensing",Highly customizable potentiometers,Electronics,
148,IEEE International Conference on Robotics and Automation,2017,Enhancing joint torque control of series elastic actuators with physical damping,Enhancing joint torque control,Electronics,
149,IEEE International Conference on Robotics and Automation,2017,Efficiently tunable positive-negative stiffness actuator,Negative stiffness actuator,Electronics,
150,IEEE International Conference on Robotics and Automation,2017,Analytical conditions for the design of variable stiffness mechanisms,Variable stiffness mechanisms,Dynamics,
151,IEEE International Conference on Robotics and Automation,2017,A self-adaptive variable impedance actuator based on intrinsic non-linear compliance and damping principles,Adaptive variable impedance actuator based,Electronics,
152,IEEE International Conference on Robotics and Automation,2017,Tank based unified torque/impedance control for a pneumatically actuated antagonistic robot joint,Pneumatically actuated antagonistic robot joint,Robotics,
153,IEEE International Conference on Robotics and Automation,2017,A geometrically-amplified in-plane piezoelectric actuator for mesoscale robotic systems,Plane piezoelectric actuator,Robotics,
154,IEEE International Conference on Robotics and Automation,2017,Planning method for a wrapping-with-fabric task using regrasping,Fabric task using regrasping,Dynamics,
155,IEEE International Conference on Robotics and Automation,2017,Online estimation of object-environment constraints for planning of humanoid motion on a movable object,Online estimation,Formulation,
156,IEEE International Conference on Robotics and Automation,2017,A general formal framework for multi-agent meeting problems,General formal framework,Dynamics,
157,IEEE International Conference on Robotics and Automation,2017,Towards robotic MAGMaS: Multiple aerial-ground manipulator systems,Towards robotic magmas,Robotics,
158,IEEE International Conference on Robotics and Automation,2017,Plan explicability and predictability for robot task planning,Robot task planning,Robotics,
159,IEEE International Conference on Robotics and Automation,2017,Optimal path planning and coverage control for multi-robot persistent coverage in environments with obstacles,Optimal path planning,Robotics,
160,IEEE International Conference on Robotics and Automation,2017,Sampling-based approximate optimal temporal logic planning,Based approximate optimal temporal logic planning,Optimization,
161,IEEE International Conference on Robotics and Automation,2017,"Toward robust, whole-hand caging manipulation with underactuated hands",Hand caging manipulation,Electronics,
162,IEEE International Conference on Robotics and Automation,2017,Lidar-histogram for fast road and obstacle detection,Obstacle detection,Measurements,
163,IEEE International Conference on Robotics and Automation,2017,Semi-supervised vision-language mapping via variational learning,Language mapping via variational learning,AI,
164,IEEE International Conference on Robotics and Automation,2017,Vote3Deep: Fast object detection in 3D point clouds using efficient convolutional neural networks,3d point clouds using efficient convolutional neural networks,AI,
165,IEEE International Conference on Robotics and Automation,2017,A deep representation for depth images from synthetic data,Synthetic data,AI,
166,IEEE International Conference on Robotics and Automation,2017,"A deep learning approach to traffic lights: Detection, tracking, and classification",Deep learning approach,AI,
167,IEEE International Conference on Robotics and Automation,2017,A dataset for developing and benchmarking active vision,Benchmarking active vision,Electronics,
168,IEEE International Conference on Robotics and Automation,2017,Multi-view self-supervised deep learning for 6D pose estimation in the Amazon Picking Challenge,Supervised deep learning,AI,
169,IEEE International Conference on Robotics and Automation,2017,Self-paced cross-modality transfer learning for efficient road segmentation,Modality transfer learning,AI,
170,IEEE International Conference on Robotics and Automation,2017,Predictive positioning and quality of service ridesharing for campus mobility on demand systems,Service ridesharing,Dynamics,
171,IEEE International Conference on Robotics and Automation,2017,Toward human-like lane following behavior in urban environment with a learning-based behavior-induction potential map,Like lane following behavior,AI,
172,IEEE International Conference on Robotics and Automation,2017,Global outer-urban navigation with OpenStreetMap,Urban navigation,Dynamics,
173,IEEE International Conference on Robotics and Automation,2017,Accurate stereo visual odometry with gamma distributions,Accurate stereo visual odometry,Electronics,
174,IEEE International Conference on Robotics and Automation,2017,Direct visual-inertial navigation with analytical preintegration,Inertial navigation,Dynamics,
175,IEEE International Conference on Robotics and Automation,2017,A learning-based framework for handling dilemmas in urban automated driving,Urban automated driving,AI,
176,IEEE International Conference on Robotics and Automation,2017,Automated generation of diverse and challenging scenarios for test and evaluation of autonomous vehicles,Challenging scenarios,Vehicle dynamics,
177,IEEE International Conference on Robotics and Automation,2017,A distributed algorithm for mapping the graphical structure of complex environments with a swarm of robots,Graphical structure,Robotics,
178,IEEE International Conference on Robotics and Automation,2017,Bearing rigidity maintenance for formations of quadrotor UAVs,Bearing rigidity maintenance,Dynamics,
179,IEEE International Conference on Robotics and Automation,2017,"A portable, 3D-printing enabled multi-vehicle platform for robotics research and education",Printing enabled multi,Vehicle dynamics,
180,IEEE International Conference on Robotics and Automation,2017,Minimum-violation scLTL motion planning for mobility-on-demand,Violation scltl motion planning,Robotics,
181,IEEE International Conference on Robotics and Automation,2017,Distributed aggregation for modular robots in the pivoting cube model,Pivoting cube model,Robotics,
182,IEEE International Conference on Robotics and Automation,2017,"Duckietown: An open, inexpensive and flexible platform for autonomy education and research",Flexible platform,Dynamics,
183,IEEE International Conference on Robotics and Automation,2017,Decentralized coordinated motion for a large team of robots preserving connectivity and avoiding collisions,Robots preserving connectivity,Robotics,
184,IEEE International Conference on Robotics and Automation,2017,Efficient learning of constraints and generic null space policies,Generic null space policies,AI,
185,IEEE International Conference on Robotics and Automation,2017,From perception to decision: A data-driven approach to end-to-end motion planning for autonomous ground robots,Autonomous ground robots,Robotics,
186,IEEE International Conference on Robotics and Automation,2017,Supervisory teleoperation with online learning and optimal control,Supervisory teleoperation,AI,
187,IEEE International Conference on Robotics and Automation,2017,Rapidly exploring learning trees,Rapidly exploring learning trees,AI,
188,IEEE International Conference on Robotics and Automation,2017,Hitting the sweet spot: Automatic optimization of energy transfer during tool-held hits,Sweet spot,Optimization,
189,IEEE International Conference on Robotics and Automation,2017,Virtual vs. real: Trading off simulations and physical experiments in reinforcement learning with Bayesian optimization,Virtual vs,AI,
190,IEEE International Conference on Robotics and Automation,2017,A grasping approach based on superquadric models,Grasping approach based,Electronics,
191,IEEE International Conference on Robotics and Automation,2017,Control of linear and rotational slippage based on six-axis force/tactile sensor,Rotational slippage based,Electronics,
192,IEEE International Conference on Robotics and Automation,2017,Grasp quality evaluation done right: How assumed contact force bounds affect Wrench-based quality metrics,Assumed contact force bounds affect wrench,Electronics,
193,IEEE International Conference on Robotics and Automation,2017,Supervision via competition: Robot adversaries for learning tasks,Supervision via competition,AI,
194,IEEE International Conference on Robotics and Automation,2017,A hybrid deep architecture for robotic grasp detection,Robotic grasp detection,AI,
195,IEEE International Conference on Robotics and Automation,2017,A cloud robot system using the dexterity network and berkeley robotics and automation as a service (Brass),Cloud robot system using,AI,
196,IEEE International Conference on Robotics and Automation,2017,"Show, attend and interact: Perceivable human-robot social interaction through neural attention Q-network",Robot social interaction,AI,
197,IEEE International Conference on Robotics and Automation,2017,Two-eye model-based gaze estimation from a Kinect sensor,Based gaze estimation,Measurements,
198,IEEE International Conference on Robotics and Automation,2017,ModLight: Designing a modular light signaling tool for human-robot interaction,Modular light signaling tool,Robotics,
199,IEEE International Conference on Robotics and Automation,2017,Towards real-time 3D sound sources mapping with linear microphone arrays,Time 3d sound sources mapping,Numerical analysis,
200,IEEE International Conference on Robotics and Automation,2017,Learning social affordance grammar from videos: Transferring human interactions to human-robot interactions,Learning social affordance grammar,AI,
201,IEEE International Conference on Robotics and Automation,2017,Emotional intelligence in robots: Recognizing human emotions from daily-life gestures,Recognizing human emotions,AI,
202,IEEE International Conference on Robotics and Automation,2017,Modeling cooperative navigation in dense human crowds,Modeling cooperative navigation,Modeling,
203,IEEE International Conference on Robotics and Automation,2017,The Robotarium: A remotely accessible swarm robotics research testbed,Remotely accessible swarm robotics research testbed,Robotics,
204,IEEE International Conference on Robotics and Automation,2017,"Design, development and experimental assessment of a robotic end-effector for non-standard concrete applications",Standard concrete applications,Robotics,
205,IEEE International Conference on Robotics and Automation,2017,Information theoretic MPC for model-based reinforcement learning,Information theoretic mpc,AI,
206,IEEE International Conference on Robotics and Automation,2017,Probabilistic data association for semantic SLAM,Probabilistic data association,Uncertainty quantification,
207,IEEE International Conference on Robotics and Automation,2017,Estimating unknown object dynamics in human-robot manipulation tasks,Estimating unknown object dynamics,Robotics,
208,IEEE International Conference on Robotics and Automation,2017,A framework for sensorless and autonomous probe-tissue contact management in robotic endomicroscopic scanning,Tissue contact management,Robotics,
209,IEEE International Conference on Robotics and Automation,2017,Controlling the Stormram 2: An MRI-compatible robotic system for breast biopsy,Compatible robotic system,Robotics,
210,IEEE International Conference on Robotics and Automation,2017,"RAFS: A computer-assisted robotic system for minimally invasive joint fracture surgery, based on pre- and intra-operative imaging",Minimally invasive joint fracture surgery,Robotics,
