,Conference,Year,Title,Keywords,Category,Note
15,IEEE International Conference on Robotics and Automation,2021,Sim-to-Real Visual Grasping via State Representation Learning Based on Combining Pixel-Level and Feature-Level Domain Adaptation,Real visual grasping via state representation learning based,AI,
16,IEEE International Conference on Robotics and Automation,2021,Dexterous Manoeuvre through Touch in a Cluttered Scene,Dexterous manoeuvre,IOT & VR/AR,
17,IEEE International Conference on Robotics and Automation,2021,Mapless-Planner: A Robust and Fast Planning Framework for Aggressive Autonomous Flight without Map Fusion,Aggressive autonomous flight without map fusion,Dynamics,
18,IEEE International Conference on Robotics and Automation,2021,Robotic Indoor Scene Captioning from Streaming Video,Robotic indoor scene captioning,Robotics,
19,IEEE International Conference on Robotics and Automation,2021,Geometry-Aware Unsupervised Domain Adaptation for Stereo Matching,Aware unsupervised domain adaptation,AI,
20,IEEE International Conference on Robotics and Automation,2021,Reasoning Operational Decisions for Robots via Time Series Causal Inference,Robots via time series causal inference,Robotics,
21,IEEE International Conference on Robotics and Automation,2021,HueCode: A Meta-marker Exposing Relative Pose and Additional Information in Different Colored Layers,Marker exposing relative pose,Dynamics,
22,IEEE International Conference on Robotics and Automation,2021,B-splines for Purely Vision-based Localization and Mapping on Non-holonomic Ground Vehicles,Holonomic ground vehicles,Vehicle dynamics,
23,IEEE International Conference on Robotics and Automation,2021,Robust SRIF-based LiDAR-IMU Localization for Autonomous Vehicles,Robust srif,Vehicle dynamics,
24,IEEE International Conference on Robotics and Automation,2021,Structure Reconstruction Using Ray-Point-Ray Features: Representation and Camera Pose Estimation,Structure reconstruction using ray,Measurements,
25,IEEE International Conference on Robotics and Automation,2021,Reducing the Deployment-Time Inference Control Costs of Deep Reinforcement Learning Agents via an Asymmetric Architecture,Deep reinforcement learning agents via,AI,
26,IEEE International Conference on Robotics and Automation,2021,Sample Efficient Reinforcement Learning via Model-Ensemble Exploration and Exploitation,Sample efficient reinforcement learning via model,AI,
27,IEEE International Conference on Robotics and Automation,2021,Dreaming: Model-based Reinforcement Learning by Latent Imagination without Reconstruction,Latent imagination without reconstruction,AI,
28,IEEE International Conference on Robotics and Automation,2021,A Variational Infinite Mixture for Probabilistic Inverse Dynamics Learning,Probabilistic inverse dynamics learning,AI,
29,IEEE International Conference on Robotics and Automation,2021,Model-based Domain Randomization of Dynamics System with Deep Bayesian Locally Linear Embedding,Deep bayesian locally linear embedding,AI,
30,IEEE International Conference on Robotics and Automation,2021,Deep Imitation Learning for Autonomous Navigation in Dynamic Pedestrian Environments,Dynamic pedestrian environments,AI,
31,IEEE International Conference on Robotics and Automation,2021,Learning from Demonstration without Demonstrations,Demonstration without demonstrations,AI,
32,IEEE International Conference on Robotics and Automation,2021,Reachability-based Push Recovery for Humanoid Robots with Variable-Height Inverted Pendulum,Height inverted pendulum,Robotics,
33,IEEE International Conference on Robotics and Automation,2021,Meaningful Centroidal Frame Orientation of Multi-body Floating Locomotion Systems,Meaningful centroidal frame orientation,Robotics,
34,IEEE International Conference on Robotics and Automation,2021,Soft-Jig-Driven Assembly Operations,Driven assembly operations,Dynamics,
35,IEEE International Conference on Robotics and Automation,2021,Prediction-Error Negativity to Assess Singularity Avoidance Strategies in Physical Human-Robot Collaboration,Assess singularity avoidance strategies,Robotics,
36,IEEE International Conference on Robotics and Automation,2021,A Large Area Robotic Skin with Sparsely Embedded Microphones for Human-Robot Tactile Communication,Large area robotic skin,Robotics,
37,IEEE International Conference on Robotics and Automation,2021,Star Topology based Interaction for Robust Trajectory Forecasting in Dynamic Scene,Star topology based interaction,Electronics,
38,IEEE International Conference on Robotics and Automation,2021,A Peg-in-hole Task Strategy for Holes in Concrete,Hole task strategy,Dynamics,
39,IEEE International Conference on Robotics and Automation,2021,TaskNet: A Neural Task Planner for Autonomous Excavator,Neural task planner,AI,
40,IEEE International Conference on Robotics and Automation,2021,Steering Induced Roll Quantification During Ship Turning Circle Manoeuvre,Steering induced roll quantification,IOT & VR/AR,
41,IEEE International Conference on Robotics and Automation,2021,Uncertainty-aware Self-supervised Target-mass Grasping of Granular Foods,Supervised target,AI,
42,IEEE International Conference on Robotics and Automation,2021,SCT-CNN: A Spatio-Channel-Temporal Attention CNN for Grasp Stability Prediction,Grasp stability prediction,Dynamics,
43,IEEE International Conference on Robotics and Automation,2021,Spherical Magnetic Joint for Inverted Locomotion of Multi-Legged Robot,Spherical magnetic joint,Robotics,
44,IEEE International Conference on Robotics and Automation,2021,An Open-Source Mechanical Design of ALARIS Hand: A 6-DOF Anthropomorphic Robotic Hand,Dof anthropomorphic robotic hand,Robotics,
45,IEEE International Conference on Robotics and Automation,2021,Biomimetic Operational Space Control for Musculoskeletal Humanoid Optimizing Across Muscle Activation and Joint Nullspace,Musculoskeletal humanoid optimizing across muscle activation,Electronics,
46,IEEE International Conference on Robotics and Automation,2021,Parallel Actuation of Nanorod Swarm and Nanoparticle Swarm to Different Targets,Parallel actuation,Electronics,
47,IEEE International Conference on Robotics and Automation,2021,Robotic Micromanipulation for Active Pin Alignment in Electronic Soldering Industry,Electronic soldering industry,Robotics,
48,IEEE International Conference on Robotics and Automation,2021,Observation Space Matters: Benchmark and Optimization Algorithm,Observation space matters,Algorithm,
49,IEEE International Conference on Robotics and Automation,2021,Interleaving Fast and Slow Decision Making,Slow decision making,Dynamics,
50,IEEE International Conference on Robotics and Automation,2021,Multi-output Infinite Horizon Gaussian Processes,Output infinite horizon gaussian processes,Dynamics,
51,IEEE International Conference on Robotics and Automation,2021,Estimation and Adaption of Indoor Ego Airflow Disturbance with Application to Quadrotor Trajectory Planning,Indoor ego airflow disturbance,Measurements,
52,IEEE International Conference on Robotics and Automation,2021,Real-time active detection of targets and path planning using UAVs,Path planning using uavs,Robotics,
53,IEEE International Conference on Robotics and Automation,2021,EVA-Planner: Environmental Adaptive Quadrotor Planning,Environmental adaptive quadrotor planning,Dynamics,
54,IEEE International Conference on Robotics and Automation,2021,Differential Information Aided 3-D Registration for Accurate Navigation and Scene Reconstruction,Differential information aided 3,Electronics,
55,IEEE International Conference on Robotics and Automation,2021,Autonomous Navigation in Dynamic Environments with Multi-Modal Perception Uncertainties,Modal perception uncertainties,Uncertainty quantification,
56,IEEE International Conference on Robotics and Automation,2021,Learning World Transition Model for Socially Aware Robot Navigation,Socially aware robot navigation,AI,
57,IEEE International Conference on Robotics and Automation,2021,Probabilistic Dynamic Crowd Prediction for Social Navigation,Probabilistic dynamic crowd prediction,Uncertainty quantification,
58,IEEE International Conference on Robotics and Automation,2021,Consensus-Based Control Barrier Function for Swarm,Based control barrier function,Control,
59,IEEE International Conference on Robotics and Automation,2021,Bayesian Disturbance Injection: Robust Imitation Learning of Flexible Policies,Robust imitation learning,AI,
60,IEEE International Conference on Robotics and Automation,2021,Active Modular Environment for Robot Navigation,Active modular environment,Robotics,
61,IEEE International Conference on Robotics and Automation,2021,Deep reinforcement learning of event-triggered communication and control for multi-agent cooperative transport,Deep reinforcement learning,AI,
62,IEEE International Conference on Robotics and Automation,2021,Multi-Robot Task Allocation Games in Dynamically Changing Environments,Robot task allocation games,Robotics,
63,IEEE International Conference on Robotics and Automation,2021,An Upper Confidence Bound for Simultaneous Exploration and Exploitation in Heterogeneous Multi-Robot Systems,Upper confidence bound,Robotics,
64,IEEE International Conference on Robotics and Automation,2021,Priority Patrolling using Multiple Agents,Priority patrolling using multiple agents,Dynamics,
65,IEEE International Conference on Robotics and Automation,2021,Anticipatory Navigation in Crowds by Probabilistic Prediction of Pedestrian Future Movements,Pedestrian future movements,Uncertainty quantification,
66,IEEE International Conference on Robotics and Automation,2021,Real-Time Human Lower Limbs Motion Estimation and Feedback for Potential Applications in Robotic Gait Aid and Training,Time human lower limbs motion estimation,Vehicle dynamics,
67,IEEE International Conference on Robotics and Automation,2021,Cost-to-Go Function Generating Networks for High Dimensional Motion Planning,High dimensional motion planning,AI,
68,IEEE International Conference on Robotics and Automation,2021,Smooth-RRT: Asymptotically Optimal Motion Planning for Mobile Robots under Kinodynamic Constraints,Asymptotically optimal motion planning,Formulation,
69,IEEE International Conference on Robotics and Automation,2021,Continuous Optimization-Based Task and Motion Planning with Signal Temporal Logic Specifications for Sequential Manipulation,Signal temporal logic specifications,Robotics,
70,IEEE International Conference on Robotics and Automation,2021,Proximal Policy Optimization with Relative Pearson Divergence,Relative pearson divergence,Optimization,
71,IEEE International Conference on Robotics and Automation,2021,Optimal Object Placement for Minimum Discontinuity Non-revisiting Coverage Task,Revisiting coverage task,Electronics,
72,IEEE International Conference on Robotics and Automation,2021,Search-Based Online Trajectory Planning for Car-like Robots in Highly Dynamic Environments,Based online trajectory planning,Robotics,
73,IEEE International Conference on Robotics and Automation,2021,Task-Space Decomposed Motion Planning Framework for Multi-Robot Loco-Manipulation,Space decomposed motion planning framework,Robotics,
74,IEEE International Conference on Robotics and Automation,2021,SMT-Based Optimal Deployment of Mobile Rechargers,Based optimal deployment,Optimization,
75,IEEE International Conference on Robotics and Automation,2021,Fast Replanning Multi-Heuristic A,Fast replanning multi,Dynamics,
76,IEEE International Conference on Robotics and Automation,2021,Generating Large-Scale Trajectories Efficiently using Double Descriptions of Polynomials,Scale trajectories efficiently using double descriptions,Dynamics,
77,IEEE International Conference on Robotics and Automation,2021,Restoring Force Design of Active Self-healing Tension Transmission System and Application to Tendon-driven Legged Robot,Healing tension transmission system,Robotics,
78,IEEE International Conference on Robotics and Automation,2021,A Translational Parallel Continuum Robot Reinforced by Origami and Cross-Routing Tendons,Translational parallel continuum robot reinforced,Robotics,
79,IEEE International Conference on Robotics and Automation,2021,Design of a 3-DOF Coupled Tendon-Driven Waist Joint,Driven waist joint,Dynamics,
80,IEEE International Conference on Robotics and Automation,2021,Design and Modeling of a Variable-Stiffness Spring Mechanism for Impedance Modulation in Physical Human–Robot Interaction,Physical human – robot interaction,Robotics,
81,IEEE International Conference on Robotics and Automation,2021,Mecanum Crank: A Novel Omni-Directional Vehicle Using Crank Leg,Directional vehicle using crank leg,Vehicle dynamics,
82,IEEE International Conference on Robotics and Automation,2021,Position and Orientation Control of Polygonal Objects by Sensorless In-hand Caging Manipulation,Hand caging manipulation,Control,
83,IEEE International Conference on Robotics and Automation,2021,3D biped locomotion control including seamless transition between walking and running via 3D ZMP manipulation,3d biped locomotion control including seamless transition,Robotics,
84,IEEE International Conference on Robotics and Automation,2021,GCC-PHAT with Speech-oriented Attention for Robotic Sound Source Localization,Robotic sound source localization,Robotics,
85,IEEE International Conference on Robotics and Automation,2021,Towards Robust GNSS Positioning and Real-time Kinematic Using Factor Graph Optimization,Time kinematic using factor graph optimization,Electronics,
86,IEEE International Conference on Robotics and Automation,2021,Camera Relocalization using Deep Point Cloud Generation and Hand-crafted Feature Refinement,Camera relocalization using deep point cloud generation,AI,
87,IEEE International Conference on Robotics and Automation,2021,Accelerating Probabilistic Volumetric Mapping using Ray-Tracing Graphics Hardware,Accelerating probabilistic volumetric mapping using ray,Uncertainty quantification,
88,IEEE International Conference on Robotics and Automation,2021,UVIP: Robust UWB aided Visual-Inertial Positioning System for Complex Indoor Environments,Robust uwb aided visual,Dynamics,
89,IEEE International Conference on Robotics and Automation,2021,LiDAR-Based Initial Global Localization Using Two-Dimensional (2D) Submap Projection Image (SPI),Based initial global localization using two,Measurements,
90,IEEE International Conference on Robotics and Automation,2021,Automatic Hyper-Parameter Tuning for Black-box LiDAR Odometry,Box lidar odometry,Measurements,
91,IEEE International Conference on Robotics and Automation,2021,Locus: LiDAR-based Place Recognition using Spatiotemporal Higher-Order Pooling,Based place recognition using spatiotemporal higher,AI,
92,IEEE International Conference on Robotics and Automation,2021,Automated Extrinsic Calibration for 3D LiDARs with Range Offset Correction using an Arbitrary Planar Board,Range offset correction using,Measurements,
93,IEEE International Conference on Robotics and Automation,2021,Machine Learning-based Human-Following System: Following the Predicted Position of a Walking Human,Walking human,AI,
94,IEEE International Conference on Robotics and Automation,2021,Anytime Game-Theoretic Planning with Active Reasoning About Humans’ Latent States for Human-Centered Robots,Humans ’ latent states,Robotics,
95,IEEE International Conference on Robotics and Automation,2021,Momentum Observer-Based Collision Detection Using LSTM for Model Uncertainty Learning,Based collision detection using lstm,AI,
96,IEEE International Conference on Robotics and Automation,2021,Deep Learning and Mixed Reality to Autocomplete Teleoperation,Mixed reality,AI,
97,IEEE International Conference on Robotics and Automation,2021,Learning Spatial Context with Graph Neural Network for Multi-Person Pose Grouping,Person pose grouping,AI,
98,IEEE International Conference on Robotics and Automation,2021,Automatic Hanging Point Learning from Random Shape Generation and Physical Function Validation,Automatic hanging point learning,AI,
99,IEEE International Conference on Robotics and Automation,2021,Graph Convolutional Network based Configuration Detection for Freeform Modular Robot Using Magnetic Sensor Array,Freeform modular robot using magnetic sensor array,AI,
100,IEEE International Conference on Robotics and Automation,2021,An analytical diabolo model for robotic learning and control,Analytical diabolo model,AI,
101,IEEE International Conference on Robotics and Automation,2021,Peer-Assisted Robotic Learning: A Data-Driven Collaborative Learning Approach for Cloud Robotic Systems,Driven collaborative learning approach,AI,
102,IEEE International Conference on Robotics and Automation,2021,Lywal: a Leg-Wheel Transformable Quadruped Robot with Picking up and Transport Functions,Wheel transformable quadruped robot,Robotics,
103,IEEE International Conference on Robotics and Automation,2021,Stair Climbing Capability-Based Dimensional Synthesis for the Multi-legged Robot,Stair climbing capability,Robotics,
104,IEEE International Conference on Robotics and Automation,2021,"Versatile Locomotion by Integrating Ankle, Hip, Stepping, and Height Variation Strategies",Height variation strategies,Robotics,
105,IEEE International Conference on Robotics and Automation,2021,A Self-Training Approach-Based Traversability Analysis for Mobile Robots in Urban Environments,Based traversability analysis,Vehicle dynamics,
106,IEEE International Conference on Robotics and Automation,2021,Proactive Interaction Framework for Intelligent Social Receptionist Robots,Intelligent social receptionist robots,Robotics,
107,IEEE International Conference on Robotics and Automation,2021,Estimation of Spatially-Correlated Ocean Currents from Ensemble Forecasts and Online Measurements,Correlated ocean currents,Measurements,
108,IEEE International Conference on Robotics and Automation,2021,Circus ANYmal: A Quadruped Learning Dexterous Manipulation with Its Limbs,Quadruped learning dexterous manipulation,AI,
109,IEEE International Conference on Robotics and Automation,2021,Long-Range Hand Gesture Recognition via Attention-based SSD Network,Range hand gesture recognition via attention,AI,
110,IEEE International Conference on Robotics and Automation,2021,Spectral Temporal Graph Neural Network for Trajectory Prediction,Spectral temporal graph neural network,AI,
111,IEEE International Conference on Robotics and Automation,2021,Dark Reciprocal-Rank: Teacher-to-student Knowledge Transfer from Self-localization Model to Graph-convolutional Neural Network,Student knowledge transfer,AI,
112,IEEE International Conference on Robotics and Automation,2021,Efficient SE(3) Reachability Map Generation via Interplanar Integration of Intra-planar Convolutions,Reachability map generation via interplanar integration,Electronics,
113,IEEE International Conference on Robotics and Automation,2021,Orientation Control of an Electromagnetically Actuated Soft-Tethered Colonoscope Based on 2OR Pseudo-Rigid-Body Model,Tethered colonoscope based,Electronics,
114,IEEE International Conference on Robotics and Automation,2021,An Integrated High-dexterity Cooperative Robotic Assistant for Intraocular Micromanipulation,Dexterity cooperative robotic assistant,Robotics,
115,IEEE International Conference on Robotics and Automation,2021,Design of Soft Sensor for Feedback Control of Bio-actuator Powered by Skeletal Muscle,Soft sensor,Electronics,
116,IEEE International Conference on Robotics and Automation,2021,A portable acoustofluidic device for multifunctional cell manipulation and reconstruction,Portable acoustofluidic device,Electronics,
117,IEEE International Conference on Robotics and Automation,2021,Design and soft-landing control of a six-legged mobile repetitive lander for lunar exploration,Legged mobile repetitive lander,Control,
118,IEEE International Conference on Robotics and Automation,2021,LEAF: Latent Exploration Along the Frontier,Latent exploration along,Dynamics,
119,IEEE International Conference on Robotics and Automation,2021,LAFFNet: A Lightweight Adaptive Feature Fusion Network for Underwater Image Enhancement,Lightweight adaptive feature fusion network,AI,
120,IEEE International Conference on Robotics and Automation,2021,Ultrasound Doppler Imaging and Navigation of Collective Magnetic Cell Microrobots in Blood,Collective magnetic cell microrobots,Robotics,
121,IEEE International Conference on Robotics and Automation,2021,"Fixed-root Aerial Manipulator: Design, Modeling, and Control of Multilink Aerial Arm to Adhere Foot Module to Ceilings using Rotor Thrust",Ceilings using rotor thrust,Control,
122,IEEE International Conference on Robotics and Automation,2021,Autonomous Decentralized Shape-Based Navigation for Snake Robots in Dense Environments,Autonomous decentralized shape,Robotics,
123,IEEE International Conference on Robotics and Automation,2021,Real-time Optimal Navigation Planning Using Learned Motion Costs,Time optimal navigation planning using learned motion costs,AI,
124,IEEE International Conference on Robotics and Automation,2021,Autonomous Navigation for Adaptive Unmanned Underwater Vehicles Using Fiducial Markers,Adaptive unmanned underwater vehicles using fiducial markers,Vehicle dynamics,
125,IEEE International Conference on Robotics and Automation,2021,Command Filtered Tracking Control for High-order Systems with Limited Transmission Bandwidth,Command filtered tracking control,Electronics,
126,IEEE International Conference on Robotics and Automation,2021,Multi-Scale Cost Volumes Cascade Network for Stereo Matching,Scale cost volumes cascade network,AI,
127,IEEE International Conference on Robotics and Automation,2021,Hierarchical MCTS for Scalable Multi-Vessel Multi-Float Systems,Vessel multi,Dynamics,
128,IEEE International Conference on Robotics and Automation,2021,Distributed Heuristic Multi-Agent Path Finding with Communication,Distributed heuristic multi,Robotics,
129,IEEE International Conference on Robotics and Automation,2021,A Geometric Folding Pattern for Robot Coverage Path Planning,Robot coverage path planning,Robotics,
130,IEEE International Conference on Robotics and Automation,2021,Tree Search-based Task and Motion Planning with Prehensile and Non-prehensile Manipulation for Obstacle Rearrangement in Clutter,Tree search,Robotics,
131,IEEE International Conference on Robotics and Automation,2021,Active Information Acquisition under Arbitrary Unknown Disturbances,Arbitrary unknown disturbances,Electronics,
132,IEEE International Conference on Robotics and Automation,2021,Real-time Obstacle Avoidance with a Virtual Torque Approach for a Robotic Tool in the End Effector,Virtual torque approach,Robotics,
133,IEEE International Conference on Robotics and Automation,2021,Approximating Constraint Manifolds Using Generative Models for Sampling-Based Constrained Motion Planning,Approximating constraint manifolds using generative models,Formulation,
134,IEEE International Conference on Robotics and Automation,2021,Maintaining a Reliable World Model using Action-aware Perceptual Anchoring,Reliable world model using action,Electronics,
135,IEEE International Conference on Robotics and Automation,2021,Dynamic Window Approach with Human Imitating Collision Avoidance,Human imitating collision avoidance,Electronics,
136,IEEE International Conference on Robotics and Automation,2021,Dynamic Movement Primitive based Motion Retargeting for Dual-Arm Sign Language Motions,Dynamic movement primitive based motion retargeting,Robotics,
137,IEEE International Conference on Robotics and Automation,2021,SA-LOAM: Semantic-aided LiDAR SLAM with Loop Closure,Aided lidar slam,Measurements,
138,IEEE International Conference on Robotics and Automation,2021,An On-Line POMDP Solver for Continuous Observation Spaces,Line pomdp solver,Electronics,
139,IEEE International Conference on Robotics and Automation,2021,Modeling and Simulation of Running Expansion with Trunk and Pelvic Rotation Assist Suit,Pelvic rotation assist suit,Modeling,
140,IEEE International Conference on Robotics and Automation,2021,Pneumatic actuation-based bidirectional modules with variable stiffness and closed-loop position control,Loop position control,Electronics,
141,IEEE International Conference on Robotics and Automation,2021,A Capturability-based Control Framework for the Underactuated Bipedal Walking,Underactuated bipedal walking,Electronics,
142,IEEE International Conference on Robotics and Automation,2021,Appearance-based Loop Closure Detection via Bidirectional Manifold Representation Consensus,Based loop closure detection via bidirectional manifold representation consensus,Dynamics,
143,IEEE International Conference on Robotics and Automation,2021,Synergetic Effect between Limbs and Spine Dynamics in Quadruped Walking Robots,Quadruped walking robots,Robotics,
144,IEEE International Conference on Robotics and Automation,2021,"A Locally-Adaptive, Parallel-Jaw Gripper with Clamping and Rolling Capable, Soft Fingertips for Fine Manipulation of Flexible Flat Cables",Flexible flat cables,Dynamics,
145,IEEE International Conference on Robotics and Automation,2021,"Stable, Sensor-less and Compliance-less Module Connection for Automated Construction System of a Modularized Rail Structure",Modularized rail structure,Dynamics,
146,IEEE International Conference on Robotics and Automation,2021,Numerical Simulations of A Novel Force Controller Serially Combining The Admittance and Impedance Controllers,Novel force controller serially combining,Electronics,
147,IEEE International Conference on Robotics and Automation,2021,Kinematic Stability based AFG-RRT Path Planning for Cable-Driven Parallel Robots,Kinematic stability based afg,Robotics,
148,IEEE International Conference on Robotics and Automation,2021,Simultaneous Precision Assembly of Multiple Objects through Coordinated Micro-robot Manipulation,Simultaneous precision assembly,Robotics,
149,IEEE International Conference on Robotics and Automation,2021,Dynamic Compensation in Throwing Motion with High-Speed Robot Hand-Arm,Speed robot hand,Robotics,
150,IEEE International Conference on Robotics and Automation,2021,Signal Temporal Logic Synthesis as Probabilistic Inference,Signal temporal logic synthesis,Uncertainty quantification,
151,IEEE International Conference on Robotics and Automation,2021,Bias Compensated UWB Anchor Initialization using Information-Theoretic Supported Triangulation Points,Bias compensated uwb anchor initialization using information,Dynamics,
152,IEEE International Conference on Robotics and Automation,2021,Multiresolution Representations for Large-Scale Terrain with Local Gaussian Process Regression,Local gaussian process regression,Dynamics,
153,IEEE International Conference on Robotics and Automation,2021,MSTSL: Multi-Sensor Based Two-Step Localization in Geometrically Symmetric Environments,Sensor based two,Dynamics,
154,IEEE International Conference on Robotics and Automation,2021,Interactive Planning for Autonomous Urban Driving in Adversarial Scenarios,Autonomous urban driving,Electronics,
155,IEEE International Conference on Robotics and Automation,2021,Kernel-Based 3-D Dynamic Occupancy Mapping with Particle Tracking,Dynamic occupancy mapping,Electronics,
156,IEEE International Conference on Robotics and Automation,2021,AdaGrasp: Learning an Adaptive Gripper-Aware Grasping Policy,Aware grasping policy,AI,
157,IEEE International Conference on Robotics and Automation,2021,TRANS-AM: Transfer Learning by Aggregating Dynamics Models for Soft Robotic Assembly,Soft robotic assembly,AI,
158,IEEE International Conference on Robotics and Automation,2021,Embedding Symbolic Temporal Knowledge into Deep Sequential Models,Embedding symbolic temporal knowledge,AI,
159,IEEE International Conference on Robotics and Automation,2021,Multi-Modal Mutual Information (MuMMI) Training for Robust Self-Supervised Deep Reinforcement Learning,Supervised deep reinforcement learning,AI,
160,IEEE International Conference on Robotics and Automation,2021,Linguistic Descriptions of Human Motion with Generative Adversarial Seq2Seq Learning,Generative adversarial seq2seq learning,AI,
161,IEEE International Conference on Robotics and Automation,2021,Evolvable Motion-planning Method using Deep Reinforcement Learning,Planning method using deep reinforcement learning,AI,
162,IEEE International Conference on Robotics and Automation,2021,Learning Sequences of Manipulation Primitives for Robotic Assembly,Robotic assembly,AI,
163,IEEE International Conference on Robotics and Automation,2021,EGO-Swarm: A Fully Autonomous and Decentralized Quadrotor Swarm System in Cluttered Environments,Decentralized quadrotor swarm system,Dynamics,
164,IEEE International Conference on Robotics and Automation,2021,Robust Landing Stabilization of Humanoid Robot on Uneven Terrain via Admittance Control and Heel Strike Motion,Uneven terrain via admittance control,Robotics,
165,IEEE International Conference on Robotics and Automation,2021,State Estimation for Hybrid Wheeled-Legged Robots Performing Mobile Manipulation Tasks,Legged robots performing mobile manipulation tasks,Robotics,
166,IEEE International Conference on Robotics and Automation,2021,Adversarial Skill Learning for Robust Manipulation,Adversarial skill learning,AI,
167,IEEE International Conference on Robotics and Automation,2021,Learning Visual Affordances with Target-Orientated Deep Q-Network to Grasp Objects by Harnessing Environmental Fixtures,Orientated deep q,AI,
168,IEEE International Conference on Robotics and Automation,2021,Enhancing Robot Perception in Grasping and Dexterous Manipulation through Crowdsourcing and Gamification,Enhancing robot perception,Robotics,
169,IEEE International Conference on Robotics and Automation,2021,Teaching Robotic and Biomechatronic Concepts with a Gripper Design Project and a Grasping and Manipulation Competition,Gripper design project,Robotics,
170,IEEE International Conference on Robotics and Automation,2021,Model based evaluation of human and lower-limb exoskeleton interaction during sit to stand motion,Model based evaluation,Robotics,
171,IEEE International Conference on Robotics and Automation,2021,Efficient solution method based on inverse dynamics for optimal control problems of rigid body systems,Efficient solution method based,Optimization,
172,IEEE International Conference on Robotics and Automation,2021,Reduction of Ground Impact of a Powered Exoskeleton by Shock Absorption Mechanism on the Shank,Shock absorption mechanism,Electronics,
173,IEEE International Conference on Robotics and Automation,2021,FlowDriveNet: An End-to-End Network for Learning Driving Policies from Image Optical Flow and LiDAR Point Flow,Lidar point flow,AI,
174,IEEE International Conference on Robotics and Automation,2021,PocoNet: SLAM-oriented 3D LiDAR Point Cloud Online Compression Network,Oriented 3d lidar point cloud online compression network,AI,
175,IEEE International Conference on Robotics and Automation,2021,3D Reconstruction of Deformable Colon Structures based on Preoperative Model and Deep Neural Network,Deformable colon structures based,AI,
176,IEEE International Conference on Robotics and Automation,2021,An Encoder-Free Joint Velocity Estimation Method for Serial Manipulators Using Inertial Sensors,Serial manipulators using inertial sensors,Measurements,
177,IEEE International Conference on Robotics and Automation,2021,D-ACC: Dynamic Adaptive Cruise Control for Highways with Ramps Based on Deep Q-Learning,Dynamic adaptive cruise control,AI,
178,IEEE International Conference on Robotics and Automation,2021,Precise Multi-Modal In-Hand Pose Estimation using Low-Precision Sensors for Robotic Assembly,Hand pose estimation using low,Robotics,
179,IEEE International Conference on Robotics and Automation,2021,Assembly Sequences Based on Multiple Criteria Against Products with Deformable Parts,Assembly sequences based,Dynamics,
180,IEEE International Conference on Robotics and Automation,2021,Distributed Dynamic Map Fusion via Federated Learning for Intelligent Networked Vehicles,Distributed dynamic map fusion via federated learning,AI,
181,IEEE International Conference on Robotics and Automation,2021,Underwater Stability of a Morphable Aerial-Aquatic Quadrotor With Variable Thruster Angles,Variable thruster angles,Dynamics,
182,IEEE International Conference on Robotics and Automation,2021,Development of Flapping Robot with Self-Takeoff from The Ground Capability,Ground capability,Robotics,
