,Conference,Year,Title,Keywords,Category,Note
18,International Conference on Multibody System Dynamics,2018,A Methodology for Modeling and Simulating Frictional Translational Joint with a Flexible Slider and Clearance in Multibody Systems ,Simulating frictional translational joint,Modeling,
19,International Conference on Multibody System Dynamics,2018,A Transient EHL contact model describing system-level spur gears dynamic behavior ,Transient ehl contact model describing system,Electronics,
20,International Conference on Multibody System Dynamics,2018,"Time integration of nonsmooth mechanical systems using constraints at position, velocity and acceleration levels ",Nonsmooth mechanical systems using constraints,Formulation,
21,International Conference on Multibody System Dynamics,2018,Gauss principle of least constraints for nonsmoothmultibody system,Nonsmoothmultibody system,Formulation,
22,International Conference on Multibody System Dynamics,2018,Rigid Bodies in Continuum mechanics ,Rigid bodies,Dynamics,
23,International Conference on Multibody System Dynamics,2018,Using superposition of local soil flow fields to improve soil deformation in the DLR Soil Contact Model - SCM ,Local soil flow fields,Electronics,
24,International Conference on Multibody System Dynamics,2018,Impacts in case of triple unilateral constraint system ,Triple unilateral constraint system,Formulation,
25,International Conference on Multibody System Dynamics,2018,Measuring the Error in Mixed Linear Complementarity Problem Formulations for Multibody Systems with Contact ,Mixed linear complementarity problem formulations,Formulation,
26,International Conference on Multibody System Dynamics,2018,The Shimmy Phenomenon in Dynamics of Driven Rigid Castor Wheel ,Driven rigid castor wheel,Dynamics,
27,International Conference on Multibody System Dynamics,2018,Modeling and numerical simulation for an asymmetric dimer on a vibrating plate ,Vibrating plate,Modeling,
28,International Conference on Multibody System Dynamics,2018,How Automated Data-Collection Dynamics Embeds Bias into Dataset ,Collection dynamics embeds bias,Dynamics,
29,International Conference on Multibody System Dynamics,2018,Verify the Performance Levels of Vehicle Restraint Systems with Multibody System Dynamics ,Vehicle restraint systems,Vehicle dynamics,
30,International Conference on Multibody System Dynamics,2018,A model-based corrector approach for explicitco-simulation using subspace identification,Simulation using subspace identification,System identification,
31,International Conference on Multibody System Dynamics,2018,Analysis of the Computation Time of Co-Simulation Methods ,Simulation methods,Modeling,
32,International Conference on Multibody System Dynamics,2018,Pantograph catenary dynamic interaction modeling based on advanced multibody and finite element co-simulation ,Pantograph catenary dynamic interaction modeling based,Electronics,
33,International Conference on Multibody System Dynamics,2018,Dynamic Analysis of Pantograph-Catenary Interaction in Curved Railway Tracks ,Curved railway tracks,Electronics,
34,International Conference on Multibody System Dynamics,2018,A Consistent Treatment of Boundary Conditions for Fluid-Solid Interaction Problems ,Solid interaction problems,Electronics,
35,International Conference on Multibody System Dynamics,2018,Fully Coupled Multibody-CFD Co-simulation of a Transport Aircraft High-Lift System ,Transport aircraft high,Modeling,
36,International Conference on Multibody System Dynamics,2018,Reduced order multibody models for the stable co-simulation of multiphysics systems,Reduced order multibody models,Formulation,
37,International Conference on Multibody System Dynamics,2018,Chrono: An Open-Source Multi-physics Simulation Package,Physics simulation package,Electronics,
38,International Conference on Multibody System Dynamics,2018,Co-Simulation of MBD and FE Systems with The LargeMass Method,Largemass method,Modeling,
39,International Conference on Multibody System Dynamics,2018,Two-dimensional optimal motions of a two-body system,Dimensional optimal motions,Robotics,
40,International Conference on Multibody System Dynamics,2018,Multi-body modelling and simulation of locomotion systems based on tensegrity structures ,Locomotion systems based,Robotics,
41,International Conference on Multibody System Dynamics,2018,On the Validation of Human Body Models with a Driver-in-the-Loop Simulator,Human body models,Modeling,
42,International Conference on Multibody System Dynamics,2018,Particle Simulation Interacting with Moving Flexible Bodies through Standard Particle Interface,Standard particle interface,Electronics,
43,International Conference on Multibody System Dynamics,2018,Vibration mitigation of a 3 MW wind turbine through passive structural control ,3 mw wind turbine,Control,
44,International Conference on Multibody System Dynamics,2018,A Measurement and Signal Processing Concept for the Dynamic Analysis of Operating Wind Turbines ,Signal processing concept,Measurements,
45,International Conference on Multibody System Dynamics,2018,ESA multibody tool for launchers and spacecrafts: lesson learnt and future challenges ,Esa multibody tool,AI,
46,International Conference on Multibody System Dynamics,2018,On the long History of MAGLEV Trains ,Maglev trains,Vehicle dynamics,
47,International Conference on Multibody System Dynamics,2018,Specification Study of Railway Test Track with R33Curve Section,Railway test track,Electronics,
48,International Conference on Multibody System Dynamics,2018,Dynamic behavior of a railway crossing: comparison of the results of multibody system dynamic and explicit FEM models ,Explicit fem models,Modeling,
49,International Conference on Multibody System Dynamics,2018,Application of time-frequency representations for the detection of railway track singularities ,Railway track singularities,Electronics,
50,International Conference on Multibody System Dynamics,2018,Thermomechanical Analysis of Interconnected Multibody Systems Using Floating Frame of Reference Formulation ,Interconnected multibody systems using floating frame,Formulation,
51,International Conference on Multibody System Dynamics,2018,Development of Tire Test Mode under Circuit Driving Condition to Estimate Degradation of a Tire ,Circuit driving condition,Dynamics,
52,International Conference on Multibody System Dynamics,2018,Development jounce-support bumper assembly with increased energy absorption rate to improve vehicle driving performance ,Increased energy absorption rate,Vehicle dynamics,
53,International Conference on Multibody System Dynamics,2018,Coupled Thermo-Mechanical FE Analysis of Brake Systems Considering a Temperature-Dependent Nonlinear Friction Coefficient ,Dependent nonlinear friction coefficient,Numerical analysis,
54,International Conference on Multibody System Dynamics,2018,Multibody modelling of a flexible 6-axis robot dedicated to robotic machining ,Axis robot dedicated,Robotics,
55,International Conference on Multibody System Dynamics,2018,Modeling of machining operations based on the Virtual Machine Tool concept ,Virtual machine tool concept,Electronics,
56,International Conference on Multibody System Dynamics,2018,Investigation of falling control rods in deformed guiding tubes in nuclear reactors using multibody approaches ,Nuclear reactors using multibody approaches,Electronics,
57,International Conference on Multibody System Dynamics,2018,Geometric Modeling of Flapping Wing Dynamicsin Lie Group Setting,Flapping wing dynamicsin lie group setting,Modeling,
58,International Conference on Multibody System Dynamics,2018,Synchrono: A Multi-Agent Simulation Framework for Robotics and Autonomous Vehicle Applications ,Autonomous vehicle applications,Vehicle dynamics,
59,International Conference on Multibody System Dynamics,2018,Dynamic simulation for rigid body system coupled with hydraulic system considering digging behavior of soil,Hydraulic system considering digging behavior,Modeling,
60,International Conference on Multibody System Dynamics,2018,Failure modes and optimal performance of a generic synchronizer ,Optimal performance,Optimization,
61,International Conference on Multibody System Dynamics,2018,Improved Recursive Dynamics Simulator (ReDySim)for Multibody Systems,Improved recursive dynamics simulator,Dynamics,
62,International Conference on Multibody System Dynamics,2018,"Validation of a multi-objective optimisation for the estimation of the musculo-tendon, ligament, and joint contact forces during gait ",Joint contact forces,Measurements,
63,International Conference on Multibody System Dynamics,2018,Analysis of the musculotendon dynamics influence on the shoulder muscle force sharing problem using a fully inverse dynamics approach ,Shoulder muscle force sharing problem using,Electronics,
64,International Conference on Multibody System Dynamics,2018,Influence of Ligament Modelling on Knee Joint Kinematics with respect to Multibody Optimisation ,Knee joint kinematics,Optimization,
65,International Conference on Multibody System Dynamics,2018,A Novel Muscle Element based on Arbitrary Lagrange-Euler (ALE) Description ,Novel muscle element based,Dynamics,
66,International Conference on Multibody System Dynamics,2018,Estimation of muscle energy expenditure in a spinal-cord-injured subject during crutch-assisted gait,Muscle energy expenditure,Measurements,
67,International Conference on Multibody System Dynamics,2018,Exact Workspace Synthesis of RCCR Spatial Mechanism for Task-Based Knee Rehabilitation,Rccr spatial mechanism,Electronics,
68,International Conference on Multibody System Dynamics,2018,Validation of a biomechanical model of the lower limb based on relevant actions for the control of knee rehabilitation parallel robots,Knee rehabilitation parallel robots,Robotics,
69,International Conference on Multibody System Dynamics,2018,Towards the optimal design of a passive upper limb exoskeleton compensating gravity,Passive upper limb exoskeleton compensating gravity,Optimization,
70,International Conference on Multibody System Dynamics,2018,Kinematic model of Savannah Monitor Locomotion,Savannah monitor locomotion,Robotics,
71,International Conference on Multibody System Dynamics,2018,Reduction of ground-foot impact intensity of a hopping leg model on slopes ,Hopping leg model,Electronics,
72,International Conference on Multibody System Dynamics,2018,Foot-ground contact modelling for computational prediction of human walking motion,Human walking motion,Robotics,
73,International Conference on Multibody System Dynamics,2018,Asymmetric Trajectory Generation for the Biped Ascending Stairs,Biped ascending stairs,Dynamics,
74,International Conference on Multibody System Dynamics,2018,Implementation of an Extended Kalman Filter for optical motion capture with real-time 3D visualization ,Time 3d visualization,Robotics,
75,International Conference on Multibody System Dynamics,2018,Customized MBD models to contribute to answering clinical questions about the spine in motion ,Customized mbd models,Robotics,
76,International Conference on Multibody System Dynamics,2018,Direct and Inverse Analysis of Human Spine for Helicopter Comfort Assessment ,Helicopter comfort assessment,Numerical analysis,
77,International Conference on Multibody System Dynamics,2018,Influence of different body pose reconstruction methods in the solution of the inverse dynamic problem during human gait without force plates ,Human gait without force plates,Dynamics,
78,International Conference on Multibody System Dynamics,2018,Generating realistic trajectories for robotic hippotherapy from 3D captured horseback motion ,3d captured horseback motion,Robotics,
79,International Conference on Multibody System Dynamics,2018,Power spectrum analysis of contact forces and force moments during normal and modified gait ,Power spectrum analysis,Electronics,
80,International Conference on Multibody System Dynamics,2018,"A Case Study on Human Gait CoP and GRF Progression During Single-Limb Support - Comparison between Experiment, Multi-Sphere and Continuous Rolling Surface Contact",Continuous rolling surface contact,Electronics,
81,International Conference on Multibody System Dynamics,2018,Fluid Pressure Distribution and Tonotopy in the Human Inner Ear,Human inner ear,Dynamics,
82,International Conference on Multibody System Dynamics,2018,The effect of visual feedback during stick balancing ,Visual feedback,Electronics,
83,International Conference on Multibody System Dynamics,2018,Development of a Multibody-Based Methodology for Motion Simulation of Biomechanical Systems using Natural Coordinates ,Biomechanical systems using natural coordinates,Robotics,
84,International Conference on Multibody System Dynamics,2018,Comparison of different actuation modes of a biomechanical human arm model in an optimal control framework ,Biomechanical human arm model,Electronics,
85,International Conference on Multibody System Dynamics,2018,Formulations of Viscoelastic Constitutive Laws for Beams in Flexible Multibody Dynamics ,Viscoelastic constitutive laws,Formulation,
86,International Conference on Multibody System Dynamics,2018,The use of higher order beam element based on the absolute nodal coordinate formulation in dynamic analysis of rotating shafts,Higher order beam element based,Formulation,
87,International Conference on Multibody System Dynamics,2018,A dimensional reduction algorithm and software for acyclically dependent constraints ,Dimensional reduction algorithm,Formulation,
88,International Conference on Multibody System Dynamics,2018,Acceleration-based strain estimation in a beam-like structure ,Based strain estimation,Vehicle dynamics,
89,International Conference on Multibody System Dynamics,2018,Superelements in a minimal coordinates floating frame of reference formulation,Minimal coordinates floating frame,Formulation,
90,International Conference on Multibody System Dynamics,2018,Selection of generalized component modes for modally reduced flexible multibody systems ,Modally reduced flexible multibody systems,Formulation,
91,International Conference on Multibody System Dynamics,2018,A model order reduction method for the simulation of gear contacts based on Arbitrary Lagrangian Eulerian formulation,Model order reduction method,Formulation,
92,International Conference on Multibody System Dynamics,2018,A Modified Rayleigh-Ritz Method for Analyzing Flexible Multibody Systems and its Applications,Analyzing flexible multibody systems,Dynamics,
93,International Conference on Multibody System Dynamics,2018,A non-invasive system-level model order reduction scheme for flexible multibody models,Level model order reduction scheme,Modeling,
94,International Conference on Multibody System Dynamics,2018,Nonlinear state estimation in flexible-link multibody systems through reduced-order models ,Nonlinear state estimation,Formulation,
95,International Conference on Multibody System Dynamics,2018,On FE Modeling of a Multibody Flexible System with Moving Parts acting as Controllers for Attenuation of Vibrations ,Multibody flexible system,Electronics,
96,International Conference on Multibody System Dynamics,2018,Application of ANCF Beams in Buckling Analysis ,Buckling analysis,Numerical analysis,
97,International Conference on Multibody System Dynamics,2018,Bifurcation analysis of landing gear shimmy using flexible multibody models ,Landing gear shimmy using flexible multibody models,Modeling,
98,International Conference on Multibody System Dynamics,2018,A study of contact descriptions in the frameworkof the absolute nodal coordinate formulation,Absolute nodal coordinate formulation,Formulation,
99,International Conference on Multibody System Dynamics,2018,"Mathematical modelling of spatial linkages with clearance, friction and links' flexibility effects ",Spatial linkages,Modeling,
100,International Conference on Multibody System Dynamics,2018,Oblique impact for flexible robotic finger system ,Flexible robotic finger system,Robotics,
101,International Conference on Multibody System Dynamics,2018,Multibody models of railway vehicle and track with flexible wheelsets and rails ,Railway vehicle,Vehicle dynamics,
102,International Conference on Multibody System Dynamics,2018,A mixed finite beam element based on the absolute nodal coordinate formulation for nearly incompressible elasticity,Mixed finite beam element based,Formulation,
103,International Conference on Multibody System Dynamics,2018,Strain-Based Formulation for Dynamic Analysisof Three-Dimensional Beams,Dynamic analysisof three,Formulation,
104,International Conference on Multibody System Dynamics,2018,Dynamics of Rigid-Flexible Spatial Four-Bar Mechanism ,Flexible spatial four,Dynamics,
105,International Conference on Multibody System Dynamics,2018,High Order ANCF Beam Element: Integration with Computer Aided Design and Application in Leaf Spring Modeling ,High order ancf beam element,Modeling,
106,International Conference on Multibody System Dynamics,2018,Modelling and Parameter Identification of the Legof an Ultralight Robotic System,Ultralight robotic system,System identification,
107,International Conference on Multibody System Dynamics,2018,Dynamic Behaviors of Composite Flexible Structure with Piezoelectric Actuators via Absolute Nodal Coordinate Formulation ,Piezoelectric actuators via absolute nodal coordinate formulation,Formulation,
108,International Conference on Multibody System Dynamics,2018,Deployment Dynamics of Mesh Antennas with a Modeling Method of Tackling the Inherent Multiscale Problem ,Inherent multiscale problem,Electronics,
109,International Conference on Multibody System Dynamics,2018,Solar Sail Deployment Dynamics ,Solar sail deployment dynamics,Dynamics,
110,International Conference on Multibody System Dynamics,2018,Flexible multibody dynamics using polygonal elements ,Flexible multibody dynamics using polygonal elements,Dynamics,
111,International Conference on Multibody System Dynamics,2018,Towards Large-Scale Topology Optimization of Dynamically Loaded Components of Flexible Multibody Systems,Scale topology optimization,Optimization,
112,International Conference on Multibody System Dynamics,2018,Sensitivity Analysis of Multibody System Dynamics Based on L-Stable Method,Multibody system dynamics based,Numerical analysis,
113,International Conference on Multibody System Dynamics,2018,Efficient design optimization of beam cross-sections for flexible multibody dynamics,Flexible multibody dynamics,Optimization,
114,International Conference on Multibody System Dynamics,2018,Identification of railway vehicle seating models for passive safety improvement,Railway vehicle seating models,System identification,
115,International Conference on Multibody System Dynamics,2018,Time optimal control of multibody systems,Time optimal control,Optimization,
116,International Conference on Multibody System Dynamics,2018,High Fidelity Dynamic Modeling and Parameter Identification of Autonomous Vehicle Based on Road Tests,High fidelity dynamic modeling,System identification,
117,International Conference on Multibody System Dynamics,2018,Optimal Control of Flexible Multibody Systems using the Adjoint Method,Flexible multibody systems using,Optimization,
118,International Conference on Multibody System Dynamics,2018,Multibody based topology optimization including manufacturing constraints ,Multibody based topology optimization including manufacturing constraints,Formulation,
119,International Conference on Multibody System Dynamics,2018,A system-level bushing joint parameter identification approach using flexible multibody models ,Level bushing joint parameter identification approach using flexible multibody models,System identification,
120,International Conference on Multibody System Dynamics,2018,Sensitivity analysis of a full vehicle model using ALI3-Pand Matrix-R formulations,Full vehicle model using ali3,Formulation,
121,International Conference on Multibody System Dynamics,2018,Stress calculation in worm gears using elastic multibody models,Worm gears using elastic multibody models,Modeling,
122,International Conference on Multibody System Dynamics,2018,Simulating Flexible Multibody Vehicle Models in Real-Time,Simulating flexible multibody vehicle models,Vehicle dynamics,
123,International Conference on Multibody System Dynamics,2018,An Efficient Formulation for Flexible Multibody Dynamics using Dynamic Condensation of Deformation Modal Coordinates,Flexible multibody dynamics using dynamic condensation,Formulation,
124,International Conference on Multibody System Dynamics,2018,Efficient multibody dynamics simulation based on Intel's Advanced Vector Extensions,Efficient multibody dynamics simulation based,Modeling,
125,International Conference on Multibody System Dynamics,2018, Iterative refinement implementation on semirecursive algorithm for vehicle dynamics,Iterative refinement implementation,Vehicle dynamics,
126,International Conference on Multibody System Dynamics,2018,HHT Method with Velocity Constraints Violation Correction In Index 3 Equations of Motion for Multibody Systems,Velocity constraints violation correction,Formulation,
127,International Conference on Multibody System Dynamics,2018,Numerical integration of a new set of equations of motion for a class of multibody systems using an augmented Lagrangian approach,Multibody systems using,Robotics,
128,International Conference on Multibody System Dynamics,2018,A Computationally Efficient Approach for Monolithic Simulation of Multibody and Hydraulic Dynamics ,Computationally efficient approach,Electronics,
129,International Conference on Multibody System Dynamics,2018,An Efficient High-precision Recursive Algorithm for Net Multibody Systems ,Precision recursive algorithm,Algorithm,
130,International Conference on Multibody System Dynamics,2018,Detailed Multibody Simulation in Real Time ,Detailed multibody simulation,Modeling,
131,International Conference on Multibody System Dynamics,2018,Dynamic Analysis of Planar Multibody Systems with Fully Cartesian Coordinates ,Planar multibody systems,Numerical analysis,
132,International Conference on Multibody System Dynamics,2018,High Load Capacity Crane Analysis for Real-Time Applications Using Arbitrary Eulerian-Lagrangian Modal Approach ,Time applications using arbitrary eulerian,Electronics,
133,International Conference on Multibody System Dynamics,2018,Experimental and numerical validation of dynamic transmission error using advanced gear contact modelin a multibody framework,Dynamic transmission error using advanced gear contact modelin,Electronics,
134,International Conference on Multibody System Dynamics,2018,Data-Driven Model Order Reduction for real-time multibody simulations ,Driven model order reduction,Modeling,
135,International Conference on Multibody System Dynamics,2018,Shallow Water Dampers for Mitigation of Wind Turbine Tower Vibrations ,Wind turbine tower vibrations,Dynamics,
136,International Conference on Multibody System Dynamics,2018,Generating Driving Signals of a Virtual Test Rig for Replication of Physical Target Signals using RecurDyn/TSG Toolkit ,Physical target signals using recurdyn,Dynamics,
137,International Conference on Multibody System Dynamics,2018,Dynamic Load Balancing for Large Scale Particle Simulations ,Large scale particle simulations,Modeling,
138,International Conference on Multibody System Dynamics,2018, Haptic Piano Key based on a Real-Time Multibody Modelof the Double Escapement Grand Piano Action,Double escapement grand piano action,Electronics,
139,International Conference on Multibody System Dynamics,2018,Elimination Method for Parallelization of Flexible Multibody System Dynamics with Kinematical Loops,Flexible multibody system dynamics,Dynamics,
140,International Conference on Multibody System Dynamics,2018,Time integration of multibody systems using nonlinear domain decomposition techniques with mixed interface conditions,Multibody systems using nonlinear domain decomposition techniques,Electronics,
141,International Conference on Multibody System Dynamics,2018,BLieDF2nd - a k-step BDF integrator for constrained mechanical systems on Lie groups,Step bdf integrator,Vehicle dynamics,
142,International Conference on Multibody System Dynamics,2018,Modified Newmark formulas for the rotational equations of motion of a rigid body when using Euler parameter,Using euler parameter,Robotics,
143,International Conference on Multibody System Dynamics,2018,partsival ? Collision-based Particle and many-body Simulations on GPUs for Planetary Exploration Systems,Planetary exploration systems,Modeling,
144,International Conference on Multibody System Dynamics,2018,A DAE approach to an interaction problem between a sloshing and a structural vibration,Structural vibration,Electronics,
145,International Conference on Multibody System Dynamics,2018,Dynamic Modelling of Fluid Interactions for Typical Sports Utilities,Typical sports utilities,Electronics,
146,International Conference on Multibody System Dynamics,2018,An Adaptive Multiscale Method for Biomolecular Systems ,Adaptive multiscale method,Dynamics,
147,International Conference on Multibody System Dynamics,2018,A rigid body formulation with non-redundant unified local velocity coordinates,Redundant unified local velocity coordinates,Formulation,
148,International Conference on Multibody System Dynamics,2018,A novel method for the forced vibration of Duffing oscillator ,Novel method,Dynamics,
149,International Conference on Multibody System Dynamics,2018,Computing Inter-Body Constraint Forces in Recursive Multibody Dynamics ,Recursive multibody dynamics,Formulation,
150,International Conference on Multibody System Dynamics,2018,Model-based pre-step stabilization method for non-iterative co-simulation ,Step stabilization method,Modeling,
151,International Conference on Multibody System Dynamics,2018,Higher ? order Rodrigues dual vectors. Kinematic equations and tangent operator ,Order rodrigues dual vectors,Dynamics,
152,International Conference on Multibody System Dynamics,2018,The motions of the celt on a horizontal plane with viscous friction ,Viscous friction,Robotics,
153,International Conference on Multibody System Dynamics,2018,Determination of Minimal Realizations in Multibody Systems ,Multibody systems,Dynamics,
154,International Conference on Multibody System Dynamics,2018,Influence of Track Design and Health Conditions on the Vehicle-Track Interaction Loads,Track interaction loads,Vehicle dynamics,
155,International Conference on Multibody System Dynamics,2018,Simplification of the Wheel-Rail Contact Constraints Using the Knife-Edge Contact Approach,Rail contact constraints using,Formulation,
156,International Conference on Multibody System Dynamics,2018,Development and validation of a new degraded adhesion model for railway vehicles,New degraded adhesion model,Vehicle dynamics,
157,International Conference on Multibody System Dynamics,2018,CAD Framework for Simulation of Railway Dynamics ,Railway dynamics,Modeling,
158,International Conference on Multibody System Dynamics,2018,Assessment of the necessary width of a bicycle lane by means of multibody simulations on a bicycle-rider system ,Rider system,Modeling,
159,International Conference on Multibody System Dynamics,2018,Analysis on the stability of a bicycle moving on a surfaceof revolution,Surfaceof revolution,Electronics,
160,International Conference on Multibody System Dynamics,2018,Modeling of a Real Vehicle in MBSVT and Validation Efforst using Experimental Data ,Validation efforst using experimental data,Vehicle dynamics,
161,International Conference on Multibody System Dynamics,2018,Tire-suspension HILS system with additional degree of freedom for heaving motion ,Suspension hils system,Robotics,
162,International Conference on Multibody System Dynamics,2018,Development and experimental validation of a numerical multibody model for the dynamic analysis of a counterbalance forklift truck ,Numerical multibody model,Modeling,
163,International Conference on Multibody System Dynamics,2018,Validated Slab Track Models for Railway Vehicle Dynamics ,Validated slab track models,Vehicle dynamics,
164,International Conference on Multibody System Dynamics,2018,A Combined Ride and Handling Model for Railway Vehicles ,Railway vehicles,Vehicle dynamics,
165,International Conference on Multibody System Dynamics,2018,Roller coaster train dynamics: the effect of the zero-car location ,Roller coaster train dynamics,Vehicle dynamics,
166,International Conference on Multibody System Dynamics,2018,Multibody dynamic modelling and analysis of rollercoaster vehicles,Multibody dynamic modelling,Vehicle dynamics,
167,International Conference on Multibody System Dynamics,2018,Implementation of State Observers based on Multibody Dynamics on Automotive Platforms in Real-Time ,State observers based,Numerical analysis,
168,International Conference on Multibody System Dynamics,2018,State and input observer for the multibody model of a car ,Multibody model,Modeling,
169,International Conference on Multibody System Dynamics,2018,Handling Quality Quantification of an Actively Controlled Narrow Track Vehicle ,Actively controlled narrow track vehicle,Vehicle dynamics,
170,International Conference on Multibody System Dynamics,2018,Novel nonlinear lumped parameter model for asymmetric rubber bushing components ,Novel nonlinear lumped parameter model,Modeling,
171,International Conference on Multibody System Dynamics,2018,Feedforward control of a crane manipulator ,Feedforward control,Control,
172,International Conference on Multibody System Dynamics,2018,Stability-Limit Analysis of Time-Delayed Systems ,Limit analysis,Numerical analysis,
173,International Conference on Multibody System Dynamics,2018,An Experimental Study on the Cooperative Transportation of a Load Using Swarm Robots ,Load using swarm robots,Robotics,
174,International Conference on Multibody System Dynamics,2018,Modeling and Simulation of In-pipe Inspection Robot Behavior through Pipeline Fittings ,Pipe inspection robot behavior,Robotics,
175,International Conference on Multibody System Dynamics,2018,Active Multidimensional Vibration Absorbersfor Light Robots,Active multidimensional vibration absorbersfor light robots,Robotics,
176,International Conference on Multibody System Dynamics,2018,Validation of the Velocity Planning Method for the Off-road Unmanned Ground Vehicle ,Road unmanned ground vehicle,Vehicle dynamics,
177,International Conference on Multibody System Dynamics,2018,TerRA: Terramechanics for Real-time Application ,Time application,Numerical analysis,
178,International Conference on Multibody System Dynamics,2018,Obstacle Climbing Improvement of Wheeled Mobile Robots with Extendable Bodies ,Wheeled mobile robots,Robotics,
179,International Conference on Multibody System Dynamics,2018,Inverse Kinematics for General 6R Manipulatorsin RoboAnalyzer,General 6r manipulatorsin roboanalyzer,Dynamics,
180,International Conference on Multibody System Dynamics,2018,Flexible models of a three degree of freedom serialelastic robot,Freedom serialelastic robot,Robotics,
181,International Conference on Multibody System Dynamics,2018,Analysis of Servo-constraints Solution Approaches for Underactuated Multibody Systems ,Underactuated multibody systems,Formulation,
182,International Conference on Multibody System Dynamics,2018,A Space Soft Robot of Multi-jointRing Structure,Space soft robot,Robotics,
183,International Conference on Multibody System Dynamics,2018,Miniature Jumping Robot With Consecutive Jumping Ability ,Miniature jumping robot,Robotics,
184,International Conference on Multibody System Dynamics,2018,Higher-order acceleration centers and kinematic invariants of rigid body Motion ,Rigid body motion,Robotics,
185,International Conference on Multibody System Dynamics,2018,Kinematic calibration of a 2-DOF flexure-based manipulator ,Kinematic calibration,Dynamics,
186,International Conference on Multibody System Dynamics,2018,Comparison of motion representations for efficient numerical simulation of flexible multibody systems ,Flexible multibody systems,Robotics,
187,International Conference on Multibody System Dynamics,2018,Set-Based Design of Automobile Independent Suspension Linkages ,Automobile independent suspension linkages,Dynamics,
188,International Conference on Multibody System Dynamics,2018,Singularity-free non-redundant time integration of multibody systems models in absolute coordinate formulation ,Redundant time integration,Formulation,
