,Conference,Year,Title,Keywords,Category,Note
22,IEEE International Conference on Industrial Technology (ICIT),2020,Comparison of the Effects on Stator Currents Between Continuous Model and Discrete Model of the Three-phase Induction Motor in the Presence of Electrical Parameter Variations,Phase induction motor,Modeling,
23,IEEE International Conference on Industrial Technology (ICIT),2020,Design of High-speed High Power Density Single-phase Permanent Magnet Brushless DC Motor Considering Control Performance,Phase permanent magnet brushless dc motor considering control performance,Electronics,
24,IEEE International Conference on Industrial Technology (ICIT),2020,Experimental measurement of eddy current loss in permanent magnets of electrical machines with a PWM signal generated by a frequency converter,Pwm signal generated,Measurements,
25,IEEE International Conference on Industrial Technology (ICIT),2020,Field Oriented Predictive Current Control on NPC Driving an Induction Motor,Field oriented predictive current control,Control,
26,IEEE International Conference on Industrial Technology (ICIT),2020,High dynamic speed control of the Subsea Smart Electrical Actuator for a Gas Production System,Subsea smart electrical actuator,Smart technologies,
27,IEEE International Conference on Industrial Technology (ICIT),2020,Independent Drive of Multiple AC Motors Using Amplitude Modulation,Multiple ac motors using amplitude modulation,Electronics,
28,IEEE International Conference on Industrial Technology (ICIT),2020,Induction Motor Rotor Losses Analysis Methods Using Finite Element,Induction motor rotor losses analysis methods using finite element,Numerical analysis,
29,IEEE International Conference on Industrial Technology (ICIT),2020,Measurement Technique for the Permanent Magnet Rotor Thermal Time Constant Determination,Permanent magnet rotor thermal time constant determination,Measurements,
30,IEEE International Conference on Industrial Technology (ICIT),2020,Parallel Position Control Scheme of Permanent Magnet DC Motors with a Low-Resolution Sensor,Permanent magnet dc motors,Electronics,
31,IEEE International Conference on Industrial Technology (ICIT),2020,Instantaneous input impedance method for PMSM parameter estimation,Instantaneous input impedance method,Measurements,
32,IEEE International Conference on Industrial Technology (ICIT),2020,Predictive Torque Control with Fixed Switching Frequency for Induction Motor Drives,Predictive torque control,Control,
33,IEEE International Conference on Industrial Technology (ICIT),2020,Reactive power based MRAC for robustness and efficiency improvements on a IFOC induction motor drive,Reactive power based mrac,Electronics,
34,IEEE International Conference on Industrial Technology (ICIT),2020,SynRM saliencies evaluation for rotor position estimation,Synrm saliencies evaluation,Measurements,
35,IEEE International Conference on Industrial Technology (ICIT),2020,Two-level Topology Optimization of an Electromagnetic Actuator Based on Genetic Algorithm and Neighbourhood Method,Level topology optimization,Algorithm,
36,IEEE International Conference on Industrial Technology (ICIT),2020,ESOC Electronic Systems-on-Chip and Embedded Systems,Esoc electronic systems,Electronics,
37,IEEE International Conference on Industrial Technology (ICIT),2020,Coherency overhead of Processing-in-Memory in the presence of shared data,Shared data,Dynamics,
38,IEEE International Conference on Industrial Technology (ICIT),2020,MoVES Meets the Real World Automotive Benchmarks,Real world automotive benchmarks,Dynamics,
39,IEEE International Conference on Industrial Technology (ICIT),2020,"IACNI - Industrial Automation, Communication, Networking and Informatics",Industrial automation,AI,
40,IEEE International Conference on Industrial Technology (ICIT),2020,A Graph Database Approach to Wireless IIoT Workcell Performance Evaluation,Wireless iiot workcell performance evaluation,IOT & VR/AR,
41,IEEE International Conference on Industrial Technology (ICIT),2020,A LoRa Relay Based System for Detonating Explosives in Underground Mines,Lora relay based system,Dynamics,
42,IEEE International Conference on Industrial Technology (ICIT),2020,A Machine learning based intrusion detection approach for industrial networks,Machine learning based intrusion detection approach,AI,
43,IEEE International Conference on Industrial Technology (ICIT),2020,A Plug and Produce-inspired Approach in Distributed Control Architecture: A Flexible Assembly Line and Product Centric Control Example,Product centric control example,Electronics,
44,IEEE International Conference on Industrial Technology (ICIT),2020,Enabling OPC UA and oneM2M Interworking,Enabling opc ua,Dynamics,
45,IEEE International Conference on Industrial Technology (ICIT),2020,Interactive Visual Procedure using an extended FMEA and Mixed-Reality,Interactive visual procedure using,Electronics,
46,IEEE International Conference on Industrial Technology (ICIT),2020,Low-Cost Industrial Controller based on the Raspberry Pi Platform,Cost industrial controller based,Control,
47,IEEE International Conference on Industrial Technology (ICIT),2020,"On the Performance of Stream-based, Class-based Time-aware Shaping and Frame Preemption in TSN",Frame preemption,Dynamics,
48,IEEE International Conference on Industrial Technology (ICIT),2020,Performance optimization on LoRa networks through assigning radio parameters,Assigning radio parameters,AI,
49,IEEE International Conference on Industrial Technology (ICIT),2020,Process-Aware Model-based Intrusion Detection System on Filtering Approach: Further Investigations,Based intrusion detection system,Electronics,
50,IEEE International Conference on Industrial Technology (ICIT),2020,Prognostics of tool failing behavior based on autoassociative Gaussian process regression for semiconductor manufacturing,Tool failing behavior based,Electronics,
51,IEEE International Conference on Industrial Technology (ICIT),2020,Security Experiences in IoT based applications for Building and Factory Automation,Iot based applications,IOT & VR/AR,
52,IEEE International Conference on Industrial Technology (ICIT),2020,Switchbox - Low-latency Fail-safe Assurance of Availability in Industrial Environments,Safe assurance,Dynamics,
53,IEEE International Conference on Industrial Technology (ICIT),2020,Towards Formal Monitoring of Workpieces in Agile Manufacturing,Towards formal monitoring,Electronics,
54,IEEE International Conference on Industrial Technology (ICIT),2020,IEE Industrial Electronics and Education,Iee industrial electronics,Electronics,
55,IEEE International Conference on Industrial Technology (ICIT),2020,Universal Accessibility Concept for Controlling Production Means in Manufacturing Systems,Universal accessibility concept,Electronics,
56,IEEE International Conference on Industrial Technology (ICIT),2020,Upgrading Industrial Engineering and Management curriculum to Industry 4.0,Upgrading industrial engineering,Dynamics,
57,IEEE International Conference on Industrial Technology (ICIT),2020,MR - Mechatronics and Robotics,Robotics,Robotics,
58,IEEE International Conference on Industrial Technology (ICIT),2020,An Approach to Success-based Data Compression Considering Position/Force Task,Based data compression considering position,Electronics,
59,IEEE International Conference on Industrial Technology (ICIT),2020,Automated Deployment of IoT Networks in Outdoor Scenarios using an Unmanned Ground Vehicle,Unmanned ground vehicle,AI,
60,IEEE International Conference on Industrial Technology (ICIT),2020,Kinodynamic Motion Planning and Energy Loss Cost Function Modelling for a 2- DOF Robot Arm Manipulator,Energy loss cost function modelling,Robotics,
61,IEEE International Conference on Industrial Technology (ICIT),2020,Model-Based Control of Nonlinear Wire Tension in Dynamic Needle Winding Processes,Dynamic needle winding processes,Control,
62,IEEE International Conference on Industrial Technology (ICIT),2020,Pushing Control of Mobile Robot by Adjusting Deceleration Time according to Estimated Friction Effect,Adjusting deceleration time according,Robotics,
63,IEEE International Conference on Industrial Technology (ICIT),2020,Simulation and Implementation of an Autonomous Mobile Robot for Outdoor Competitions,Autonomous mobile robot,Robotics,
64,IEEE International Conference on Industrial Technology (ICIT),2020,Speed Control for Lifting Devices with Conical Cable Drum through Indirect Position Determination,Indirect position determination,Control,
65,IEEE International Conference on Industrial Technology (ICIT),2020,Visualization of Important Human Motion Feature Using Convolutional Neural Network,Important human motion feature using convolutional neural network,AI,
66,IEEE International Conference on Industrial Technology (ICIT),2020,PE - Power Electronics and Energy Conversion,Power electronics,Electronics,
67,IEEE International Conference on Industrial Technology (ICIT),2020,A Digitally Controlled Single-Inductor Dual-Output Buck Converter with Low Cross-Regulation and Fast Dynamic Response,Output buck converter,Smart technologies,
68,IEEE International Conference on Industrial Technology (ICIT),2020,A GaNFET Based 1MHz Switching DC-DC Three-Phase Interleaved Point of Load Buck Converter,Ganfet based 1mhz switching dc,Electronics,
69,IEEE International Conference on Industrial Technology (ICIT),2020,A New DC-DC Double Zeta Quadratic Converter,Dc double zeta quadratic converter,Electronics,
70,IEEE International Conference on Industrial Technology (ICIT),2020,A Review on Three-phase AC/AC Power Converters Derived from the Conventional Indirect Matrix Converter,Conventional indirect matrix converter,Electronics,
71,IEEE International Conference on Industrial Technology (ICIT),2020,An Overmodulation Strategy Based on a Generalised Duty Cycle Solution for Three- Phase Inverters,Generalised duty cycle solution,Dynamics,
72,IEEE International Conference on Industrial Technology (ICIT),2020,Analytical Methodology to Design Third-Order Filter (LCL) for Battery Chargers,Order filter,Dynamics,
73,IEEE International Conference on Industrial Technology (ICIT),2020,"Averaged Models of a Six-Phase, Dual-Interleaved DC-DC Buck-Boost Converter with Interphase Transformers",Interphase transformers,Electronics,
74,IEEE International Conference on Industrial Technology (ICIT),2020,Black-Box Modelling of a DC-DC Buck Converter Based on a Recurrent Neural Network,Dc buck converter based,AI,
75,IEEE International Conference on Industrial Technology (ICIT),2020,Computerized Performance Validation for a Solar Inverter with Flash-Memory-Based PWM,Computerized performance validation,Dynamics,
76,IEEE International Conference on Industrial Technology (ICIT),2020,"Estimation of THD, Harmonic Components and Power Factor in Three-Phase Rectifiers",Power factor,Measurements,
77,IEEE International Conference on Industrial Technology (ICIT),2020,Extended T-Type Boost Inverter for Capacitance Reduction,Type boost inverter,Electronics,
78,IEEE International Conference on Industrial Technology (ICIT),2020,High Dynamic Current Control Using Decentralized PWM Generation for Parallel Multiphase Converter,High dynamic current control using decentralized pwm generation,Control,
79,IEEE International Conference on Industrial Technology (ICIT),2020,Mamdani type PI-fuzzy controller in a boost converter,Mamdani type pi,Control,
80,IEEE International Conference on Industrial Technology (ICIT),2020,Model Predictive Control Applied to the Three-Phase Neutral Point Clamped Inverter,Phase neutral point clamped inverter,Control,
81,IEEE International Conference on Industrial Technology (ICIT),2020,Model-based Predictive Control in Three-Phase Inverters,Based predictive control,Control,
82,IEEE International Conference on Industrial Technology (ICIT),2020,New Submodule Selection Algorithm for Low Device Switching Frequency Modulation of Medium-Voltage Modular Multilevel Converter,Low device switching frequency modulation,Algorithm,
83,IEEE International Conference on Industrial Technology (ICIT),2020,Susceptibility Modelling of SMPS Input Stage Under High Current Pulse Injection,High current pulse injection,Modeling,
84,IEEE International Conference on Industrial Technology (ICIT),2020,Ultra-fast Decentralized Self-Aligned Carrier Principle for Multiphase/Multilevel Converters,Fast decentralized self,Dynamics,
85,IEEE International Conference on Industrial Technology (ICIT),2020,Worst-Case Design Procedure of a State-Space based Controller for a Boost Converter under Parameter Uncertainty,Space based controller,Uncertainty quantification,
86,IEEE International Conference on Industrial Technology (ICIT),2020,"RE - Renewable Electric Energy Conversion, Processing and Storage",Renewable electric energy conversion,Dynamics,
87,IEEE International Conference on Industrial Technology (ICIT),2020,A Comparative Performance of PV Power Simulation Software with an Installed PV Plant,Pv power simulation software,Modeling,
88,IEEE International Conference on Industrial Technology (ICIT),2020,An overview of Hybridization of Power sources for Ancillary Service,Power sources,Dynamics,
89,IEEE International Conference on Industrial Technology (ICIT),2020,Generalized Systematic Approach Applied to Design a Novel Three-Port Power Converter,Generalized systematic approach applied,Electronics,
90,IEEE International Conference on Industrial Technology (ICIT),2020,Sensitivity analysis of a wind farm with integrated flywheel energy storage,Integrated flywheel energy storage,Numerical analysis,
91,IEEE International Conference on Industrial Technology (ICIT),2020,Statistical analysis ANOVA and MANOVA of irradiation and temperature database for photovoltaic systems,Statistical analysis anova,Numerical analysis,
92,IEEE International Conference on Industrial Technology (ICIT),2020,"SAMN - Sensors, Actuators and Micro-Nanotechnology",Sensors,Electronics,
93,IEEE International Conference on Industrial Technology (ICIT),2020,Improving ultrasound-based indoor localization systems for quality assurance in manual assembly,Based indoor localization systems,Dynamics,
94,IEEE International Conference on Industrial Technology (ICIT),2020,Proposal of a Charge Monitoring Board for Thin Gap Chamber Detectors based on DRS4 chip,Thin gap chamber detectors based,Dynamics,
95,IEEE International Conference on Industrial Technology (ICIT),2020,Tuning of a Type-III Software-Based Resolver-to-Digital Converter through Genetic Algorithm,Iii software,Smart technologies,
96,IEEE International Conference on Industrial Technology (ICIT),2020,Wireless and Traceable Sensors for Internally Illuminated Photoreactors,Internally illuminated photoreactors,Electronics,
97,IEEE International Conference on Industrial Technology (ICIT),2020,SG - Power Systems and Smart Grids,Smart grids,Smart technologies,
98,IEEE International Conference on Industrial Technology (ICIT),2020,A Methodology for Resilient Control and Monitoring in Smart Grids,Smart grids,Smart technologies,
99,IEEE International Conference on Industrial Technology (ICIT),2020,A Motif-based Classification Algorithm for Identifying Solar Panel Installations,Identifying solar panel installations,Algorithm,
100,IEEE International Conference on Industrial Technology (ICIT),2020,A Pragmatic Approach to Dynamic Behavior in Electrical Lines Used for Well Intervention Tools,Well intervention tools,Electronics,
101,IEEE International Conference on Industrial Technology (ICIT),2020,Analysis of Ventilation Load Flexibility Depending on Indoor Climate Conditions,Ventilation load flexibility depending,Numerical analysis,
102,IEEE International Conference on Industrial Technology (ICIT),2020,Experimental Study of the Effect of Aeolian Vibrations on the Contact Resistance of Substation Connectors,Substation connectors,Electronics,
103,IEEE International Conference on Industrial Technology (ICIT),2020,On the solution of the Environmental/Economic Dispatch problem using Lagrangian duality,Economic dispatch problem using lagrangian duality,Dynamics,
104,IEEE International Conference on Industrial Technology (ICIT),2020,Plug & Play Monitoring for Distribution Substations,Play monitoring,Dynamics,
105,IEEE International Conference on Industrial Technology (ICIT),2020,Present and Future of the Chilean Electrical Grid,Chilean electrical grid,Dynamics,
106,IEEE International Conference on Industrial Technology (ICIT),2020,SIP - Signal and Image Processing and Computational Intelligence,Image processing,Dynamics,
107,IEEE International Conference on Industrial Technology (ICIT),2020,A Data-driven Fault Prediction Integrated Design Scheme Based on Ensemble Learning for Thermal Boiler Process,Driven fault prediction integrated design scheme based,AI,
108,IEEE International Conference on Industrial Technology (ICIT),2020,A Signal Processing Method for Metal Detection Sensitivity Improvement in Balance-Coil Metal Detectors for Food Products,Metal detection sensitivity improvement,Dynamics,
109,IEEE International Conference on Industrial Technology (ICIT),2020,Analytical Model Approximation for Defect Classification in Fiberglass Composites Inspected by Long-Pulse Thermography,Fiberglass composites inspected,Modeling,
110,IEEE International Conference on Industrial Technology (ICIT),2020,Evolution representation with limited hosting capacities: A comparison between MSD and IEED,Limited hosting capacities,Electronics,
111,IEEE International Conference on Industrial Technology (ICIT),2020,Investigation of Theoretical limits for Unconditional AoA Estimations in multi-element antenna arrays by simulations,Unconditional aoa estimations,Measurements,
112,IEEE International Conference on Industrial Technology (ICIT),2020,Plants recognition using embedded Convolutional Neural Networks on Mobile devices,Plants recognition using embedded convolutional neural networks,AI,
113,IEEE International Conference on Industrial Technology (ICIT),2020,Quantitative and non-destructive evaluation of ground beef based on multi-spectral imaging,Ground beef based,Dynamics,
114,IEEE International Conference on Industrial Technology (ICIT),2020,Semi-Automatic Tool for Dynamic Contour Tracking in Image-Guided Ultrasound Procedures,Guided ultrasound procedures,Electronics,
115,IEEE International Conference on Industrial Technology (ICIT),2020,Single Image Super-Resolution Using Frequency-Dependent Convolutional Neural Networks,Dependent convolutional neural networks,AI,
116,IEEE International Conference on Industrial Technology (ICIT),2020,Sunspot behavior forecast using neural networks approaches,Sunspot behavior forecast using neural networks approaches,AI,
117,IEEE International Conference on Industrial Technology (ICIT),2020,TE - Transportation electrification,Transportation electrification,Dynamics,
118,IEEE International Conference on Industrial Technology (ICIT),2020,Assessment of Ancillary Services Provided by a Bidirectional Capacitorless Charger for Electric Vehicles,Bidirectional capacitorless charger,Vehicle dynamics,
119,IEEE International Conference on Industrial Technology (ICIT),2020,Modular Gear Transmission Model for Analyzing Production Tolerances in Electric Drivetrains,Modular gear transmission model,Vehicle dynamics,
120,IEEE International Conference on Industrial Technology (ICIT),2020,On-board Energy Storage Systems based on Lithium Ion Capacitors for LRT Energy Saving: Optimization Design Procedure,Board energy storage systems based,Electronics,
121,IEEE International Conference on Industrial Technology (ICIT),2020,Trip Planning for Electric Vehicles Considering the Available Charging Infrastructure,Electric vehicles considering,Vehicle dynamics,
122,IEEE International Conference on Industrial Technology (ICIT),2020,AASFTPC Advances in actuator and sensor fault tolerant power converters,Sensor fault tolerant power converters,Electronics,
123,IEEE International Conference on Industrial Technology (ICIT),2020,Effects of open-switch faults over speed sensor fault-tolerant scheme for electric traction drive,Speed sensor fault,Electronics,
124,IEEE International Conference on Industrial Technology (ICIT),2020,Model-Based Fault Diagnosis of 3-Phase CHB-nL Converters in Power Filter Applications,Power filter applications,Modeling,
125,IEEE International Conference on Industrial Technology (ICIT),2020,ACGCIPQREI Advanced Control of GridConnected Inverters for Power Quality and Renewable Energy Integration,Renewable energy integration,Electronics,
126,IEEE International Conference on Industrial Technology (ICIT),2020,Analytical Design Study of Spiral Circular Coils for Efficient Magnetic Resonant Coupling Power Transmission in EV Chargers,Efficient magnetic resonant coupling power transmission,Dynamics,
127,IEEE International Conference on Industrial Technology (ICIT),2020,Design of a 7-Level Single-Stage/Phase PUC Grid-Connected PV Inverter with FS-MPC Control,Phase puc grid,Control,
128,IEEE International Conference on Industrial Technology (ICIT),2020,Harmonic and Imbalance Compensation in Grid-Forming VSC,Imbalance compensation,Dynamics,
129,IEEE International Conference on Industrial Technology (ICIT),2020,Robust Predictive Control of Grid-Side Power Converters for PMSG Wind Turbine Systems with Stability Analysis,Pmsg wind turbine systems,Control,
130,IEEE International Conference on Industrial Technology (ICIT),2020,AI40 Agro Industry 4.0,Ai40 agro industry 4,Dynamics,
131,IEEE International Conference on Industrial Technology (ICIT),2020,Developments on real-time monitoring of grazing cattle feeding behavior using sound,Grazing cattle feeding behavior using sound,Numerical analysis,
132,IEEE International Conference on Industrial Technology (ICIT),2020,Inline mastitis detection system measuring the electrical conductivity of quarter milk,Inline mastitis detection system measuring,Measurements,
133,IEEE International Conference on Industrial Technology (ICIT),2020,Internet of Agricultural Machinery: Integration of heterogeneous networks,Heterogeneous networks,AI,
134,IEEE International Conference on Industrial Technology (ICIT),2020,Learning to Detect Vegetation Using Computer Vision and Low-Cost Cameras,Detect vegetation using computer vision,AI,
135,IEEE International Conference on Industrial Technology (ICIT),2020,Research platform for cattle virtual fences,Cattle virtual fences,Dynamics,
136,IEEE International Conference on Industrial Technology (ICIT),2020,ATAEMSSH Advanced Techniques Application for Energy Management Systems and Smart Home,Ataemssh advanced techniques application,Smart technologies,
137,IEEE International Conference on Industrial Technology (ICIT),2020,A comparison between Machine learning algorithms for the application of micro-grids Energy management,Machine learning algorithms,AI,
138,IEEE International Conference on Industrial Technology (ICIT),2020,A Distributed Generation Manager with support for Distributed Network Operator Commands,Distributed network operator commands,AI,
139,IEEE International Conference on Industrial Technology (ICIT),2020,Event Management Layer for Distributed Generation Photovoltaic Inverters,Distributed generation photovoltaic inverters,Dynamics,
140,IEEE International Conference on Industrial Technology (ICIT),2020,Evolutionary Computation for the Development of Smart Floating Cities,Smart floating cities,Smart technologies,
141,IEEE International Conference on Industrial Technology (ICIT),2020,ATCTMC Advanced Topologies and Control Techniques for Multilevel Converters,Atctmc advanced topologies,Control,
142,IEEE International Conference on Industrial Technology (ICIT),2020,Fault Detection in Triple Star Bridge Cell Modular Multilevel Converter using Sliding Mode Observer,Triple star bridge cell modular multilevel converter using sliding mode observer,Dynamics,
143,IEEE International Conference on Industrial Technology (ICIT),2020,Improved Modular Multilevel Converter topology for low voltage variable speed drives,Low voltage variable speed drives,Dynamics,
144,IEEE International Conference on Industrial Technology (ICIT),2020,Modified Level-Shifted PWM Technique With Active DC Capacitors Voltages Balancing for Nine-level Packed E-Cell (PEC9) Inverter,Active dc capacitors voltages balancing,Electronics,
145,IEEE International Conference on Industrial Technology (ICIT),2020,Optimized SHE-PWAM with Maximum Harmonic Elimination and Minimum Switching Frequency for PEC9 Inverter,Minimum switching frequency,Optimization,
146,IEEE International Conference on Industrial Technology (ICIT),2020,PV Panels Maximum Power Point Tracking based on ANN in Three-Phase Packed E-Cell Inverter,Pv panels maximum power point tracking based,Electronics,
147,IEEE International Conference on Industrial Technology (ICIT),2020,Robust hybrid control of parallel inverters for accurate power-sharing in microgrid,Robust hybrid control,Electronics,
148,IEEE International Conference on Industrial Technology (ICIT),2020,Three phase multilevel CSI with sinusoidal output voltage and fast dynamic response,Three phase multilevel csi,Dynamics,
149,IEEE International Conference on Industrial Technology (ICIT),2020,Virtual Admittance Compensator (VAC)-based Control Method for PEC9 Inverter,Vac )- based control method,Electronics,
150,IEEE International Conference on Industrial Technology (ICIT),2020,CAV Connected and Autonomous Vehicles,Cav connected,Vehicle dynamics,
151,IEEE International Conference on Industrial Technology (ICIT),2020,Parameter Uncertainties Influencing Vehicle Lateral Dynamics Steady State Applications,Parameter uncertainties influencing vehicle lateral dynamics steady state applications,Vehicle dynamics,
152,IEEE International Conference on Industrial Technology (ICIT),2020,Traffic Flow Modeling Using Available Cloud-Based Traffic Velocity Information,Traffic flow modeling using available cloud,Modeling,
153,IEEE International Conference on Industrial Technology (ICIT),2020,CVTECS Complex Vector Theory in Energy Conversion Systems,Cvtecs complex vector theory,Dynamics,
154,IEEE International Conference on Industrial Technology (ICIT),2020,A nonlinear control strategy for a grid-tie inverter that injects instantaneous complex power to the grid,Injects instantaneous complex power,Control,
155,IEEE International Conference on Industrial Technology (ICIT),2020,Complex Pole Placement Control for a Three-Phase Voltage Source Converter,Phase voltage source converter,Electronics,
156,IEEE International Conference on Industrial Technology (ICIT),2020,ECTCHPPVS Emerging Converter Topologies and Control for HighPerformance PV Systems,Ectchppvs emerging converter topologies,Control,
157,IEEE International Conference on Industrial Technology (ICIT),2020,Three-Port Flyback Converter for Photovoltaic Module Integration in Bipolar DC Microgrids,Port flyback converter,Electronics,
158,IEEE International Conference on Industrial Technology (ICIT),2020,EESES Energy Efficiency and Sustainability in Electrical Systems,Eeses energy efficiency,Dynamics,
159,IEEE International Conference on Industrial Technology (ICIT),2020,Experimental Evaluation of a Novel Webcam-Based Tachometer for In-Situ Rotational Speed Measurement,Situ rotational speed measurement,Measurements,
160,IEEE International Conference on Industrial Technology (ICIT),2020,"Voltage Unbalance Impact on Coil-Side Temperature Rise in a Delta-Connected, Dual-Winding Induction Motor",Winding induction motor,Electronics,
161,IEEE International Conference on Industrial Technology (ICIT),2020,EESEV Energy Exchange Systems for Electric Vehicles,Eesev energy exchange systems,Vehicle dynamics,
162,IEEE International Conference on Industrial Technology (ICIT),2020,Experimental Performance Evaluation of Electric Vehicles (EV) Based on Analysis of Power and Torque Losses,Experimental performance evaluation,Vehicle dynamics,
163,IEEE International Conference on Industrial Technology (ICIT),2020,Optimal Adjustment of Parameters for the Powertrain Model of an Electric Vehicle Using Experimental Data,Electric vehicle using experimental data,Vehicle dynamics,
164,IEEE International Conference on Industrial Technology (ICIT),2020,EESSTE Electric Energy Storage Systems for Transportation Electrification,Eesste electric energy storage systems,Dynamics,
165,IEEE International Conference on Industrial Technology (ICIT),2020,Analysis of CT-CV Charging Technique for Lithium-ion and NCM 18650 Cells Over Temperature Range,Ncm 18650 cells,Numerical analysis,
166,IEEE International Conference on Industrial Technology (ICIT),2020,Distributed State-of-Charge Balancing Control Strategy for Modular Super Capacitor Energy Storage System,Modular super capacitor energy storage system,Electronics,
167,IEEE International Conference on Industrial Technology (ICIT),2020,Simulation of battery discharge emulator using power electronics device with cascaded P-I control,Battery discharge emulator using power electronics device,Electronics,
168,IEEE International Conference on Industrial Technology (ICIT),2020,ESCDCPS Emerging Solutions for Communicating Dependable CyberPhysical System,Communicating dependable cyberphysical system,Electronics,
169,IEEE International Conference on Industrial Technology (ICIT),2020,Dynamic Resource Distribution using SDN in Wireless Networks,Dynamic resource distribution using sdn,AI,
170,IEEE International Conference on Industrial Technology (ICIT),2020,Service Realizability Check as a Technique to Support a Service Security Assurance Case,Service security assurance case,Dynamics,
171,IEEE International Conference on Industrial Technology (ICIT),2020,Worst-case Execution Time Estimation of Legacy Vehicular Embedded Functions: An Industrial Case Study,Legacy vehicular embedded functions,Measurements,
172,IEEE International Conference on Industrial Technology (ICIT),2020,ESP Engineering of Software Products,Software products,Dynamics,
173,IEEE International Conference on Industrial Technology (ICIT),2020,An Analysis of the Dynamic Community Detection Algorithms in Complex Networks,Dynamic community detection algorithms,AI,
174,IEEE International Conference on Industrial Technology (ICIT),2020,Enrichment of Semantic Sensor Network Ontology: Description Logics based approach,Semantic sensor network ontology,AI,
175,IEEE International Conference on Industrial Technology (ICIT),2020,SQA Models Comparative Analysis,Sqa models comparative analysis,Modeling,
176,IEEE International Conference on Industrial Technology (ICIT),2020,WS-CDL: Coordinating Ubiquitous Devices in Pervasive Environments Using a Web Standard,Pervasive environments using,Dynamics,
177,IEEE International Conference on Industrial Technology (ICIT),2020,"ISCTCA Impedance Source Converters Topologies, Control and Applications",Isctca impedance source converters topologies,Electronics,
178,IEEE International Conference on Industrial Technology (ICIT),2020,A Simplified SVPWM Method for Neutral Point Voltage Control and Common Mode Voltage Reduction in Three-Level qZS T-type PV Inverters,Neutral point voltage control,Control,
179,IEEE International Conference on Industrial Technology (ICIT),2020,Voltage Gain Extension Techniques for High Step-Up Galvanically Isolated DC-DC Converters,Voltage gain extension techniques,Electronics,
